authors,year,title,abstract,document_type,doi,link,search_method
"Rothman, Jason;Iverson, Michael",2007,Input type and parameter resetting: Is naturalistic input necessary?*,"Recently, parameter values are assumed to be located within the lexicon of a particular grammar (Chomsky 1995, 2000). Because language-specific lexicons vary in terms of which functional categories, features and strengths they instantiate, parametric differences arise cross-linguistically; that is, the acquisition of the functional lexicon has a number of syntactic consequences, which explains cross-linguistic surface variation. [...]at both testing intervals, the L2 group differentiated between null and overt referential subject pronoun production based on type of matrix subject in conjunction with the co-reference interpretation favored by the context. [...]as compared to interval 1, the data from interval 2 indicate a modest decrease in overt subject use in OPC restricted environments (t = 1.70, p = 0.095), again comparing the mean difference of overt embedded pronoun production with QDP matrix subjects in bound variable vs. discourse referential contexts. Since parameter resetting is contingent on learning relevant properties from the input (i.e., features encoded in the lexicon and morphology), it is possible that the timing for this process of learning varies for adult learners. Since the resetting of the NSP requires the acquisition of new L2 features, the whole of the data provided is consistent with Full Access approaches to adult L2 acquisition (Duffield and White 1999; Schwartz and Sprouse 1996; White 1989) and provides evidence against so-called Failed Features models (e.g., Beck 1998; Franceschina 2001; Hawkins 2005; Hawkins and Franceschina 2004; Hawkins and Chan 1997; Liceras and Diaz 1999), which claim that the acquisition of new features (and thus parameter resetting) is impossible in adult acquisition as a result of a postcritical period inability to acquire functional features that are absent from the learner's L1.", General Information,10.1515/IRAL.2007.013,https://www.proquest.com/scholarly-journals/input-type-parameter-resetting-is-naturalistic/docview/204943963/se-2?accountid=9902,llba
,2008,Forthcoming in Language Teaching,, Journal Article,10.1017/S0261444807004818,https://www.proquest.com/scholarly-journals/forthcoming-language-teaching/docview/217770121/se-2?accountid=9902,llba
"Li, Yan",2008,"The negation -numerical NP interaction in non -native Chinese: UG, POS problem, and syntactic analyses","This dissertation is an investigation of the possible influence of native language English (L1), and universal grammar (UG) on the acquisition of a non-native language Chinese (L2), through an examination of how English-speaking L2 Chinese learners acquire the knowledge of the interpretation of Chinese sentences containing negation (Neg) and numerically quantified noun phrases (QNP) in object position. Two research questions are investigated: (1) Can English-speaking L2 Chinese learners overcome the Poverty-of-the-Stimulus problem and produce native-like interpretation of L2 sentences containing negation and a numerical NP in object position? (2) If English-speaking L2 Chinese learners do overcome the POS problem, what factors in the L2 can help them to reset the parameters? Two experiments were carried out to answer these research questions. Experiment 1 employed the methodology of Truth Value Judgment Task to test English-speaking L2 Chinese learners' interpretation of sentences containing negation and a numerical NP in object position. The results suggest that L1 transfer occurred in the initial state of acquisition, but the POS problem can be overcome due to the accessibility of UG to L2 learners. Experiment 2 tests predications made by syntactic analyses on second language acquisition to see whether the acquisition of the interpretation of sentences containing negation and a numerical NP in object position is related to the acquisition of other aspects of the Chinese language. The test results indicated that the acquisition of the correct placement of adjuncts is not the trigger helping L2 learners successfully acquire the knowledge to interpret sentences containing negation and a numerical NP in object position. The knowledge that Chinese numerical NPs are not free to take subject position might be regulated under the same parameters as the acquisition of the interpretation of sentences containing negation and a numerical NP in object position. It is concluded that both the L1 and UG may inform L2 acquisition of phenomena at the syntax-semantics interpretive interface.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/negation-numerical-np-interaction-non-native/docview/304488135/se-2?accountid=9902,llba
"Brown, Amanda;Gullberg, Marianne",2008,BIDIRECTIONAL CROSSLINGUISTIC INFLUENCE IN L1-L2 ENCODING OF MANNER IN SPEECH AND GESTURE: A Study of Japanese Speakers of English,"Whereas most research in SLA assumes the relationship between the first language (L1) and the second language (L2) to be unidirectional, this study investigates the possibility of a bidirectional relationship. We examine the domain of manner of motion, in which monolingual Japanese and English speakers differ both in speech and gesture. Parallel influences of the L1 on the L2 and the L2 on the L1 were found in production from native Japanese speakers with intermediate knowledge of English. These effects, which were strongest in gesture patterns, demonstrate that (a) bidirectional interaction between languages in the multilingual mind can occur even with intermediate proficiency in the L2 and (b) gesture analyses can offer insights on interactions between languages beyond those observed through analyses of speech alone. [PUBLICATION ABSTRACT]", Journal Article,10.1017/S0272263108080327,https://www.proquest.com/scholarly-journals/bidirectional-crosslinguistic-influence-l1-l2/docview/224065717/se-2?accountid=9902,llba
,2012,PUBLICATIONS RECEIVED,"An example from the adaptation of a test to German Sign Language"" (181-201); Hulstijn, J. H., Schoonen, R., de Jong, N. H., Steinel, M. P., &amp; Florijn, A. ""Linguistic competences of learners of Dutch as a second language at B1 and B2 levels of speaking proficiency of the Common European Framework of Reference for Languages (CEFR)"" (203-221); Sato, T. ""The contribution of test-takers' speech content to scores on an English oral proficiency test"" (223-241); Crossley, S. A., Salsbury, T., &amp; McNamara, D. S. ""Predicting the proficiency level of language learners using lexical indices"" (243-263); Goodwin, A. P., Huggins, A. C., Carlo, M., Malabonga, V., Kenyon, D., Louguit, M., &amp; August, D. ""Development and validation of Extract the Base: An English derivational morphology test for third through fifth grade monolingual students and Spanish-speaking English language learners"" (265-289); Kokhan, K. ""Investigating the possibility of using TOEFL scores for university ESL decision-making: [...]Language Research28 (2). First language acquisition of French grammar (from 10 months to 4 years old) [Special issue]. [...]language acquisition abroad:", Journal Article,10.1017/S0272263112000617,https://www.proquest.com/scholarly-journals/publications-received/docview/1152119523/se-2?accountid=9902,llba
,2012,CONTRIBUTORS,"Nancy D. Bell ( nbell@wsu.edu ) is an associate professor and coordinator of the ESL program in the English Department at Washington State University. Since the launch of the International Corpus of Learner English project in 1990 she has played a key role in defining the different facets of the field of learner corpus research. Elena Lieven ( lieven@eva.mpg.de ) principal areas of research involve usage-based approaches to language development, the emergence and construction of grammar, the relationship between input characteristics and the process of language development, and variation in children's communicative environments, cross-linguistically and cross-culturally. Seth Lindstromberg ( SethL@hilderstone.ac.uk ) teaches at Hilderstone College, England, where he co-leads methodology courses for non-native-speaking, in-service secondary and tertiary level English as a foreign language and content language integrated classroom teachers.", Journal Article,10.1017/S0267190512000141,https://www.proquest.com/scholarly-journals/contributors/docview/1222008861/se-2?accountid=9902,llba
"Shin, Eun Young",2012,The Availability of Semantic and Syntactic Information and their Use as a Structural Predictor in the Real-Time Processing of L1 and L2 Korean,"The goal of this dissertation is to investigate the real-time sentence processing of Korean both by native speakers and learners in terms of the availability and the effectiveness of different types of information in the structural prediction. Built on the crosslinguistically contrastive findings between Japanese in Yoshida (2006) and Chinese in Hsu (2007), the parser in Korean is characterized in two aspects. The first aspect is whether the parser is sensitive to different types of information in on-line processing such as the semantic mismatch and the case markers. The second aspect is whether the parser makes a structural prediction based on inherently indirect cues available. In addition, the L2 parser from two language backgrounds is qualitatively compared in the same aspects. Self-paced reading time experiments were conducted with L1 Korean speakers as well as L1 Japanese and L1 English learners of Korean. The construction under discussion contained a classifier construction and the relative clause, where the semantic match between a classifier and its closest candidate licensing noun as well as the case marker of the noun was manipulated. The results showed that both L1 and L2 parsers were sensitive to the available semantic information as well as the case marker information in on-line processing. The semantic mismatch had an immediate impact while the case marker information exhibited a latent effect. As for the prediction effect, the semantic mismatch alone did not serve as an unfailing predictor of the relative clause in Korean whereas the semantic mismatch in Japanese (Yoshida, 2006) and the contextual cue in Chinese (Hsu, 2007) made a structural prediction possible. Instead, the combination of the semantic Match and the Genitive marker accelerated the processing of the upcoming relative clause in Korean. The predictive effect was not clearly observed at the expected locus of the effects in the L2 parser. In addition, there was a frequency effect at the classifier itself, which was amplified by the L2 parser. Based on the findings, this dissertation supports the claim that the parser is universally incremental and predictive, but it further argues that the degree of the predictability and the types of information used for the prediction vary depending on the language.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/availability-semantic-syntactic-information-their/docview/1282652033/se-2?accountid=9902,llba
"De Costa, Peter I;Bernales, Carolina;Merrill, Margaret",2011,Research in the Doctoral Program in Second Language Acquisition at the University of Wisconsin-Madison,"Faculty and graduate students in the Doctoral Program in Second Language Acquisition (SLA) at the University of Wisconsin-Madison engage in a broad spectrum of research. From Professor Sally Magnan's research on study abroad and Professor Monika Chavez's work in foreign language policy through Professor Richard Young's examination of language-in-interaction, Professor Jane Zuengler's investigation of language socialization, Professor Diana Frantzen's research in second language (L2) vocabulary acquisition and linguistic analysis of literature, to Professor Catherine Stafford's investigation of processes involved in Spanish-English bilinguals' acquisition of a third language (L3), our research interests encompass much of the SLA field. [PUBLICATION ABSTRACT]", Journal Article,10.1017/S0261444811000334,https://www.proquest.com/scholarly-journals/research-doctoral-program-second-language/docview/917426261/se-2?accountid=9902,llba
"Mori, Yoshiko;Mori, Junko",2011,Review of recent research (2000-2010) on learning and instruction with specific reference to L2 Japanese,"This review aims to identify major issues in and the direction of recent L2 Japanese research by reviewing over 200 empirical studies published in English or Japanese between 2000 and 2010. The first part of this article examines topics in second language acquisition (SLA) research with regard to L2 Japanese, including vocabulary and kanji (Chinese characters transferred into Japanese) learning, syntactic development, reading and writing in L2 Japanese, interlanguage pragmatics and language socialization, affective factors, and multilingualism and the acquisition of Japanese as a heritage language. The second part offers an overview of issues and problems in pedagogical practices, including curriculum design, culture in language education, classroom discourse, and study abroad. The review of these themes illustrates a broad picture of current research in L2 Japanese learning and instruction inspired by general trends in SLA and applied linguistics research, as well as unique features of Japanese language and social contexts. [PUBLICATION ABSTRACT]", Journal Article,10.1017/S0261444811000292,https://www.proquest.com/scholarly-journals/review-recent-research-2000-2010-on-learning/docview/917426257/se-2?accountid=9902,llba
"Taguchi, Naoko",2011,"Do proficiency and study-abroad experience affect speech act production? Analysis of appropriateness, accuracy, and fluency","Findings generally confirmed that accuracy and fluency form distinct dimensions of pragmatic competence and do not develop in parallel. Because Taguchi (2007) is the only existing study that examined the proficiency effect in fluent speech act production, as measured by speech rate and planning time, and very little research has examined the effect of study-abroad on pragmatic fluency, more research is needed to fill die gap in me literature. [...]it seems that linguistic sophistication is a prerequisite for a successful high-imposition speech act; as a result, learners of higher proficiency demonstrated superior performance in accuracy and appropriateness of this type of speech act than the lower proficiency group. Different from pre-task planning speed, speech rate seems to more closely reflect one's overall proficiency and corresponding efficiency in dealing with linguistic resources. Because learners had to translate their pragmatic intentions into language rapidly and smoothly under the temporal constraints of on-line processing, general proficiency, which is a reflection of overall linguistic management skill and language-related experience, is likely to play a role in promoting speech rate. Because speech rate measured as words per minute is not sensitive to the nature of speech that often involves multi-word lexical chunks, future research should apply a wider range of oral fluency measures to confirm the generalizability of the present findings.", General Information,10.1515/iral.2011.015,https://www.proquest.com/scholarly-journals/do-proficiency-study-abroad-experience-affect/docview/916631990/se-2?accountid=9902,llba
"Koike, Dale A;Palmiere, Denise T L",2011,First and Second Language Pragmatics in Third Language Oral and Written Modalities,"This study examines the transfer of first language (L1) and second language (L2) pragmatic expression-realized in the request speech act-in oral and written modalities by Spanish-speaking third language (L3) Portuguese learners (bilingual Spanish heritage speakers, native English speakers who are proficient in L2 Spanish, and native Spanish speakers). Research questions ask if learners differ in the transfer of pragmatic knowledge from the L1 or L2 in an oral versus written modality, and if the three learner groups differ in pragmatic expression in the two modalities. Results indicate that the groups respond differently in the two modalities, showing sensitivity to contextual constraints. Few instances of clear transfer are seen, mostly from Spanish at the single-word level. A picture more complex than Kellerman's hypothesis emerges, addressing creative L3 pragmatic and lexical construction. [PUBLICATION ABSTRACT]", Journal Article,10.1111/j.1944-9720.2011.01115.x,https://www.proquest.com/scholarly-journals/first-second-language-pragmatics-third-oral/docview/872087952/se-2?accountid=9902,llba
"Taguchi, Naoko",2011,Teaching Pragmatics: Trends and Issues,"Theoretical, empirical, and practical interest in pragmatic competence and development for second language (L2) learners has resulted in a large body of literature on teaching L2 pragmatics. This body of literature has diverged into two major domains: (a) a group of experimental studies directly testing the efficacy of various instructional methods in pragmatics learning and (b) research that explores optimal instructional practice and resources for pragmatic development in formal classroom settings. This article reviews literature in these two domains and aims at providing a collective view of the available options for pragmatics teaching and the ways that pragmatic development can best be promoted in the classroom. In the area of instructional intervention, this article reviews studies under the common theoretical second language acquisition paradigms of explicit versus implicit instruction, input processing instruction, and skill acquisition and practice. In the area of classroom practice and resources, three domains of research and pedagogical practices are reviewed: material development and teacher education, learner strategies and autonomous learning, and incidental pragmatics learning in the classroom. Finally, this article discusses unique challenges and opportunities that have been embraced by pragmatics teaching in the current era of poststructuralism and multiculturalism. [PUBLICATION ABSTRACT]", Journal Article,10.1017/S0267190511000018,https://www.proquest.com/scholarly-journals/teaching-pragmatics-trends-issues/docview/887087627/se-2?accountid=9902,llba
"Tolentino, Leida C;Tokowicz, Natasha",2011,"ACROSS LANGUAGES, SPACE, AND TIME","This review examines whether similarity between the first language (L1) and second language (L2) influences the (morpho)syntactic processing of the L2, using both neural location and temporal processing information. Results from functional magnetic resonance imaging (fMRI) and event-related potential (ERP) studies show that nonnative speakers can exhibit nativelike online L2 (morpho)syntactic processing behavior and neural patterns. These findings are contrary to predictions of the shallow structure hypothesis for syntactic processing (Clahsen &amp; Felser, 2006a, 2006b). The data are in line with predictions of the (morpho)syntactic domain of the unified competition model of L2 acquisition (MacWhinney, 2005): Differences in L2 processing as compared to the L1 (or to native speakers of the L2) were generally associated with constructions that were crosslinguistically dissimilar or unique to the L2. The processing of crosslinguistically similar constructions generally produced no differences in brain activity between the L1 and L2. Overall, the available data suggest that cross-language similarity is an important factor that influences L2 (morpho)syntactic processing. [PUBLICATION ABSTRACT]", Journal Article,10.1017/S0272263110000549,https://www.proquest.com/scholarly-journals/across-languages-space-time/docview/852990821/se-2?accountid=9902,llba
"Lee-Ellis, Sunyoung",2011,THE ELICITED PRODUCTION OF KOREAN RELATIVE CLAUSES BY HERITAGE SPEAKERS,"In response to new theoretical claims and inconclusive empirical findings regarding relative clauses in East Asian languages, this study examined the factors relevant to relative clause production by Korean heritage speakers. Gap position (subject vs. object), animacy (± animate), and the topicality of head nouns (± topicalization) were manipulated as experimental variables, and factors that appear to have been confounded in previous studies (e.g., context, proficiency) were controlled for or measured. Data were collected from Korean native and heritage speakers using an elicited production task. Group results failed to show a subject advantage, but individual analysis revealed that the effect of gap position varied for speakers at different levels of Korean proficiency. Results from the topicalized lead-in condition as well as error analysis revealed two different sources related to these patterns: Traditional asymmetry (i.e., subject advantage) appears to reflect the noun phrase accessibility hierarchy effect, whereas backward asymmetry (i.e., object advantage) seems to stem from word order strategy. Proficiency scores exhibited a modest correlation with the different individual response patterns. However, an animacy effect was not observed. The implications of these findings are discussed in terms of a general learning strategy, language universals based on informational prominence, the role of proficiency, and the effect of task demands. [PUBLICATION ABSTRACT]", Journal Article,10.1017/S0272263110000537,https://www.proquest.com/scholarly-journals/elicited-production-korean-relative-clauses/docview/852990778/se-2?accountid=9902,llba
"Zaremba, Kathryn Davidson",2011,The Nature of the Semantic Scale: Evidence from Sign Language Research,"A difficult learning problem for both children and artificial language learning systems is knowing what is intended to be conveyed based on what is literally said. For example, adults usually take ""Some teas contain caffeine"" to also convey that ""Not all teas contain caffeine"", an inference known as a scalar implicature. The present work investigates the role of language-specific knowledge in such inferences through three studies on scalar implicatures in American Sign Language (ASL). The first study illustrates a new experimental paradigm and compares prototypical scalar implicatures in ASL and English. The second study includes the first investigation of general use coordinators in ASL that can be interpreted as either conjunction (""and"") or disjunction (""or""). This provides a test case for the role of language-specific lexical contrast in scalar implicatures, with results showing that lexically non-contrastive scales (i.e., lexical scales whose items differ in meaning but not in form) trigger less scalar implicatures than prototypical lexically contrastive scales, which are based on contrasting lexical items. In the third study, both lexically contrastive and non-contrastive scales are interpreted by deaf native signers and also deaf signers who learned ASL at later ages. Result show that later ASL learners calculated less implicatures than early learning signers, but only on the lexically contrastive scale. Together, these studies support a view that despite their context dependence, scalar implicatures are most likely to be triggered by lexical items which contrast with each other in form to create a context-independent ""scale"", and that there may even be advantages to learning scales early in life. The dissertation concludes with suggestions for incorporating lexical contrast into theories of implicature and for further study of the semantic/pragmatic interface in sign languages.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/nature-semantic-scale-evidence-sign-language/docview/913399804/se-2?accountid=9902,llba
"Gonzalez, Carolina",2011,Perception of prosody in American Sign Language,"The main goal of this dissertation is to examine the ability to use prosodic cues when parsing Intonational Phrases (IPs) in American Sign Language (ASL) by four different populations, i.e. ASL signers, Hong Kong Sign Language (HKSL) signers, Non-Signers and second language (L2) signers of ASL. ASL signers, Non-Signers and L2 signers showed similar performance in terms of accuracy when identifying prosodic boundaries. Although hearing participants (i.e. Non-Signers and L2 signers) do not have a phonology for gestures, they are able to use superficial visual cues to mark prosodic boundaries based on their “gestural competence”; that is, their experience using co-speech gesture. Native HKSL signers’ performance was better overall demonstrating a greater ability to be accurate and fast when parsing ASL clauses than even native ASL signers. I argue that the ASL signers’ ability may be affected by lexical or semantic interference. Long reaction times and low accuracy levels revealed the complexity of the mental process involved in this task. When data were analyzed within group, Non-Signers as well as L2 signers showed a better performance when stimuli contained more cues. Contrary to hearing participants, the native signers groups did not show changes on accuracy depending on the number of cues. Data shows that 3-4 cues are sufficient for HKSL and ASL signers to be accurate, whereas Non-Signers and L2 signers needed more cues. HKSL signers as well as Non-Signers and L2 signers parse ASL clauses based on a broader range of cues whereas ASL signers focus just on a couple of cues when parsing ASL clauses, that is, ASL signers are sensitive to fewer cues.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/perception-prosody-american-sign-language/docview/904416342/se-2?accountid=9902,llba
"Izumi, Yurika",2011,Creating cohesion in the process of second language writing,"Cohesive ties in Japanese texts written by five intermediate Japanese language learners were explored in order to observe how they create cohesion. The analysis of written data, their process of creating cohesion, and the interview results indicated that the way the Japanese learners create cohesion was different from their first language and that of Japanese native speakers. The cohesive ties which have equivalent ties in English were used more frequently and with less variety in the students' Japanese texts compared to their texts written in their first language and Japanese texts written by Japanese native speakers; whereas, the use of the cohesive ties which do not have their equivalent linguistic form in English were restricted. The qualitative analysis revealed that the incohesion in students' Japanese texts were affected by cognitive overload and lack of awareness of cohesive ties. Learning Experience Approach was proposed to remedy these problems.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/creating-cohesion-process-second-language-writing/docview/902873314/se-2?accountid=9902,llba
"Adams, Tuuli Morrill",2011,Word Segmentation and Phonological Learning in Cross-Language Perception of Fluent Speech,"Listeners segment words from the continuous speech stream in their native language by using rhythmic structure, phrasal structure, and phonotactics (e.g. Christophe et al, 2003: McQueen, 1998). One challenging aspect of second language acquisition is the extraction of words from fluent speech, possibly because learners apply a native language segmentation strategy to the non-native language (e.g. Cutler and Norris, 1998). This dissertation investigates native English speakers' perception of a second (non-native) language, looking at the effect of native language prosody on fluent speech perception in two experiments. In Experiment 1, learners were exposed to Finnish through a word-learning exercise, followed by exposure to fluent speech. Finnish was chosen as the language because stress is always word-initial, and this is also the most frequent stress pattern in English. In Experiment 2, the non-native language was Japanese, which has no stress pattern, but instead has lexical pitch accents. After learning words and listening to fluent speech, participants in each experiment were asked to identify possible words of the language, choosing from stimulus pairs with one real word from the speech passage, and another incorrectly segmented non-word. Participants' response patterns were analyzed using ANOVAs, and generalized linear mixed effects regression models. Results for both languages indicate that listeners who participated in word-learning tasks were better at identifying possible words than those who had only listened to fluent speech. For Finnish, the combination of word learning and fluent speech listening provided a greater advantage than word learning alone, whereas for Japanese, both groups who learned words performed about the same, although the combined tasks did lead to more consistent performance across subjects. The interaction between the prosodic patterns of the native and non-native languages has a clear effect on performance in an otherwise parallel learning environment. Implications for theories of language acquisition and speech perception are considered in the analyses.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/word-segmentation-phonological-learning-cross/docview/861478372/se-2?accountid=9902,llba
"Tecedor, Marta",2016,Beginning Learners' Development of Interactional Competence: Alignment Activity,"This study examined the development of interactional competence (Hall, 1993; He &amp; Young, 1998) by beginning learners of Spanish as indexed by their use of alignment moves. Discourse analysis techniques and quantitative data analysis were used to explore how 52 learners expressed alignment and changes in participation patterns in two sets of instructional peer-to-peer conversations. The results of the analyses show that, although subject to great individual variability and not always following native-like standards, English native speakers in the early stages of learning Spanish are able to express varying degrees of alignment in conversations with a peer of a similar proficiency level. As they strive to create a sphere of mutual understanding, they test different options from their linguistic repertoire and learn not only from their own attempts but also from those of their interlocutor. These results suggest that repeated engagement in interactional practice does provide the linguistic, social, and pedagogical affordances learners need to develop the interactional skills that will serve them well not only to build confidence and competence in the classroom learning context, but also hopefully in the world outside the classroom.", Journal Article,10.1111/flan.12177,https://www.proquest.com/scholarly-journals/beginning-learners-development-interactional/docview/1783692885/se-2?accountid=9902,llba
"Mori, Yoshiko;Mori, Junko",2011,Review of recent research (2000-2010) on learning and instruction with specific reference to L2 Japanese,"This review aims to identify major issues in and the direction of recent L2 Japanese research by reviewing over 200 empirical studies published in English or Japanese between 2000 and 2010. The first part of this article examines topics in second language acquisition (SLA) research with regard to L2 Japanese, including vocabulary and kanji (Chinese characters transferred into Japanese) learning, syntactic development, reading and writing in L2 Japanese, interlanguage pragmatics and language socialization, affective factors, and multilingualism and the acquisition of Japanese as a heritage language. The second part offers an overview of issues and problems in pedagogical practices, including curriculum design, culture in language education, classroom discourse, and study abroad. The review of these themes illustrates a broad picture of current research in L2 Japanese learning and instruction inspired by general trends in SLA and applied linguistics research, as well as unique features of Japanese language and social contexts. Adapted from the source document", Journal Article,,https://www.proquest.com/scholarly-journals/review-recent-research-2000-2010-on-learning/docview/1018384150/se-2?accountid=9902,llba
,2010,PUBLICATIONS RECEIVED,"Davison, C., &amp; Leung, C. ""Current issues in English language teacher-based assessment"" (393-415); Butler, Y. G. ""How do teachers observe and evaluate elementary school students' foreign language performance? A case study from South Korea"" (417-444); Ishihara, N. ""Teacher-based assessment for foreign language pragmatics"" (445-470); Poehner, M. E. ""Group dynamic assessment: [...]Language Research 25 (3). [...]Language Research 25 (4). Learning German vocabulary with inseparable prefixes"" (139-162); Liamkina, O. ""Teaching grammatical meaning to advanced learners: A cognitive-semantic perspective"" (163-181); Källkvist, M. ""L1-L2 translation versus no translation: A longitudinal study of focus-on-forms within a meaning-focused curriculum"" (182-202); Taguchi, N. ""Longitudinal gain of higher-order inferential abilities in L2 English: Accuracy, speed, and conventionality"" (203-222); Kinginger, C., &amp; Blattner, G. ""Histories of engagement and sociolinguistic awareness in study abroad: First language use in second and foreign language learning.", Journal Article,10.1017/S0272263109990556,https://www.proquest.com/scholarly-journals/publications-received/docview/224063827/se-2?accountid=9902,llba
"Hirata, Yukari;Kelly, Spencer D",2010,Effects of Lips and Hands on Auditory Learning of Second-Language Speech Sounds,"Previous research has found that auditory training helps native English speakers to perceive phonemic vowel length contrasts in Japanese, but their performance did not reach native levels after training. Given that multimodal information, such as lip movement and hand gesture, influences many aspects of native language processing, the authors examined whether multimodal input helps to improve native English speakers' ability to perceive Japanese vowel length contrasts. Sixty native English speakers participated in 1 of 4 types of training: (a) audio-only; (b) audio-mouth; (c) audio-hands; and (d) audio-mouth-hands. Before and after training, participants were given phoneme perception tests that measured their ability to identify short and long vowels in Japanese (e.g., /kato/ vs. /kato:/). Although all 4 groups improved from pre- to posttest (replicating previous research), the participants in the audio-mouth condition improved more than those in the audio-only condition, whereas the 2 conditions involving hand gestures did not. Seeing lip movements during training significantly helps learners to perceive difficult second-language phonemic contrasts, but seeing hand gestures does not. The authors discuss possible benefits and limitations of using multimodal information in second-language phoneme learning.", Journal Article,10.1044/1092-4388(2009/08-0243),https://www.proquest.com/scholarly-journals/effects-lips-hands-on-auditory-learning-second/docview/507891881/se-2?accountid=9902,llba
"Rothman, Jason;Cabrelli Amaro, Jennifer",2010,What variables condition syntactic transfer? A look at the L3 initial state,"This study investigates transfer at the third-language (L3) initial state, testing between the following possibilities: (1) the first language (L1) transfer hypothesis (an L1 effect for all adult acquisition), (2) the second language (L2) transfer hypothesis, where the L2 blocks L1 transfer (often referred to in the recent literature as the 'L2 status factor'; Williams and Hammarberg, 1998), and (3) the Cumulative Enhancement Model (Flynn et al ., 2004), which proposes selective transfer from all previous linguistic knowledge. We provide data from successful English-speaking learners of L2 Spanish at the initial state of acquiring L3 French and L3 Italian relating to properties of the Null-Subject Parameter (e.g. Chomsky, 1981; Rizzi, 1982). We compare these groups to each other, as well as to groups of English learners of L2 French and L2 Italian at the initial state, and conclude that the data are consistent with the predictions of the 'L2 status factor'. However, we discuss an alternative possible interpretation based on (psycho)typologically-motivated transfer (borrowing from Kellerman, 1983), providing a methodology for future research in this domain to meaningfully tease apart the 'L2 status factor' from this alternative account. [PUBLICATION ABSTRACT]", Journal Article,10.1177/0267658309349410,https://www.proquest.com/scholarly-journals/what-variables-condition-syntactic-transfer-look/docview/356742705/se-2?accountid=9902,llba
"Bardovi-Harlig, Kathleen;Stringer, David",2010,VARIABLES IN SECOND LANGUAGE ATTRITION: ADVANCING THE STATE OF THE ART,"This article provides a comprehensive synthesis of research on language attrition to date, with a view to establishing a theoretically sound basis for future research in the domain of second language (L2) attrition. We identify the variables that must be tracked in populations who experience language loss, and we develop a general model for the assessment of the processes involved. This critical review suggests that future research in this domain should establish baselines for attainment against which to measure attrition, and that learners must be compared to themselves in longitudinal designs that involve periodic assessment of both linguistic and extralinguistic factors. In the proposed model, populations are defined as sets of variables, which are subject to change following shifts in discrete time periods in the general process of acquisition and attrition. A working model is elaborated for the assessment of L2 attrition and retention, which, we hope, might encourage additional work in this area. [PUBLICATION ABSTRACT]", Literature Review,10.1017/S0272263109990246,https://www.proquest.com/scholarly-journals/variables-second-language-attrition/docview/224063966/se-2?accountid=9902,llba
,2010,PUBLICATIONS RECEIVED,"Findings from a nationwide survey"" (5-28); Walters, F. S. ""A conversation analysis-informed test of L2 aural pragmatic comprehension"" (29-54); Webb, S., &amp; Kagimoto, E. ""The effects of vocabulary learning on collocation and meaning"" (55-77); Barcroft, J. ""Effects of synonym generation on incidental and intentional L2 vocabulary learning during reading"" (79-103); Ellis, R. ""Motivating behaviors in the language classroom: A reader responds to Guilloteaux and Dörnyei's 'Motivating language learners: A classroom-oriented investigation of the effects of motivational strategies on student motivation'"" (105-109); Guilloteaux, M. J., &amp; Dörnyei, Z. ""Motivating behaviors in the language classroom: An action research study"" (521-545); Takase, A. ""The effects of SSR on learners' reading attitudes, motivation, and achievement: A quantitative study"" (547-559); Wu, F., &amp; Wu, Z. ""Developing learner autonomy through extensive reading in the context of Chinese EFL colleges"" (561-576); Fujigaki, E. ""Addressing students' output in the extensive reading class: A qualitative study"" (577-589); Al-Jarf, R. ""Promoting EFL secondary students' extensive reading skills"" (595-601); Al-Jarf, R. ""Teaching extensive reading to EFL secondary students online"" (603-610); Jilani, R. ""Reading development through reading for pleasure: A plan for EFL classes"" (611-615); Widodo, H. P., &amp; Pusporni, R. ""Teaching context-based EFL extensive reading (ER)"" (617-622); Burns, A. ""Reading for learning, learning for reading"" (623-624); Mukundan, J. ""Extensive reading activity 1"" (625-626); Mukundan, J. ""Extensive reading activity 2"" (627-628). [...]language acquisition of articles: [...]language teaching and learning in the net generation.", Journal Article,10.1017/S027226310999043X,https://www.proquest.com/scholarly-journals/publications-received/docview/224054729/se-2?accountid=9902,llba
"Iwasaki, Noriko",2010,Style Shifts among Japanese Learners before and after Study Abroad in Japan: Becoming Active Social Agents in Japanese,"Previous studies on L2 Japanese sojourners often reported that learners overuse the plain style or haphazardly mix the plain and polite styles upon return. These styles, which are often associated with formal or informal contexts, also index complex social and situational meanings, and native speakers are reported to shift their styles to create desired contexts. In order to better understand L2 development of the use of the plain and polite styles during study abroad, the current study examined the use of the polite/plain styles and style shifts among five English-speaking male students who studied in Japan for one academic year by comparing their performances both quantitatively and qualitatively in oral proficiency interviews before and after they studied abroad. Upon return, three predominantly used the polite style talking to the interviewer (their former teacher), while two primarily used the plain style. Though the quantitative analysis may lead one to conclude that these two students regressed in their pragmatic competence, the qualitative analysis revealed that all five learners gained some understanding of social meanings of the plain and polite styles and became more active social agents who make decisions to shift the styles. Adapted from the source document", Journal Article,,https://www.proquest.com/scholarly-journals/style-shifts-among-japanese-learners-before-after/docview/744445828/se-2?accountid=9902,llba
