authors,year,title,abstract,document_type,doi,link,search_method
Alan Firth,2009,The lingua franca factor,"… that will further bolster the status of English as a lingua franca within Applied Linguistics, that will enhance our understanding of matters relating to multilingualism, multicompetence, additional language … … “Metatheory” refers to theoretical underpinnings and dispositions brought about by adopting a lingua franca outlook on language. … … The use of English in the data bore clear linguistic hallmarks of it being an additional, foreign or second language, or non-mother tongue, for those using it. … … Going beyond the native speaker in language teacher. TESOL Quarterly 33 (2): 185-209. Cook, Vivian J. (2002). Background to the L2 user. In Portraits of the L2 user, Vivian J. Cook (ed.), 1-28. … … Modern Language Journal 82: 91-94. Firth, Alan and Johannes Wagner (2007). Second/foreign language learning as a social accomplishment: Elaborations on a reconceptualized SLA. …",,10.1515/IPRG.2009.009,https://doi.org/10.1515/IPRG.2009.009,manual_journal_search[intercultural_pragmatics]
Alberto Hijazo-Gascón and others,2023,Interpreting Swearwords in Police Interviews and Perceived Offensiveness of Insults in the UK and Spain,"... themselves and therefore end up producing inadequate translation equivalents that change the original meaning of the offense ( Hale et al. 2020 ). In addition, swearing in a non-native, second language by an L2 speaker may be interpreted differently by L1 speakers of that same language ( Dewaele...",,10.1093/applin/amad060,https://doi.org/10.1093/applin/amad060,manual_journal_search[applied_linguistics]
"Alejo, Rafael",2010,Where does the money go? An analysis of the container metaphor in economics: The market and the economy,"There is a crucial difference in the way economists and linguists approach metaphor in economics, the former being mostly interested in the representation of knowledge in the discipline, while the latter more concerned with the discursive and communicative context in which metaphors are used. The present paper attempts to bring together the two perspectives to analyze the CONTAINER metaphor in economics textbooks. Thus, the identification and analysis of highly metaphorical terms of the discipline will serve to determine the conceptual areas in which metaphor plays an important role, whereas a textual analysis will demonstrate how this metaphorical content is laid out for novice readers in the discourse of the introductory textbook. This article suggests that the CONTAINER metaphor is a rhetorical device, like the passive voice or hypotheticality, used to convey the idea of depersonalization and objectification.",,10.1016/j.pragma.2009.08.013,https://www.sciencedirect.com/science/article/pii/S037821660900229X,manual_search[journal_of_pragmatics]
Alexandra Kent and Charles Antaki,2019,Police Call-takers' First Substantive Question Projects the Outcome of the Call,"... happening?’ type of question (as seen in Extract 3 above). These open-ended ‘what-’ questions prompt the caller to flesh out their first formulation. In most cases the fleshed-out version is sufficient for the call-taker to use a more implicative second question. 33 Police: Y   e   :s. >Yes,<=We'll...",,10.1093/applin/amz002,https://doi.org/10.1093/applin/amz002,manual_journal_search[applied_linguistics]
Alexandra Schurz and Pia Sundqvist,2022,"Connecting Extramural English with ELT: Teacher Reports from Austria, Finland, France, and Sweden","...Alexandra Schurz; Pia Sundqvist Against this background, it seems likely that teachers of English as a second or foreign language (L2) in countries with a longer tradition of EE have more experience accounting for this reality in their teaching practices than do teachers in dubbing countries (see...",,10.1093/applin/amac013,https://doi.org/10.1093/applin/amac013,manual_journal_search[applied_linguistics]
Alice Deignan and others,2017,"Metaphors of Climate Science in Three Genres: Research Articles, Educational Texts, and Secondary School Student Talk","... and learning in school settings has used thematic analysis of scientific content, knowledge, and attitudes in teacher talk, teaching materials, and student discourse. Techniques have included classifying students’ and/or teachers’ utterances using groupings such as ‘repertoires’ ( Byrne et al. 2014...",,10.1093/applin/amx035,https://doi.org/10.1093/applin/amx035,manual_journal_search[applied_linguistics]
Alice Y. W. Chan,2011,The Use of a Monolingual Dictionary for Meaning Determination by Advanced Cantonese ESL Learners in Hong Kong,"... of a dictionary for language production or other purposes are also found, such as  Bogaards and Van der Kloot (2001) ,  Harvey and Yuill (1997) , and  Nesi and Meara (1994) . There have been an increasing number of dictionaries available for English as a Second Language or Foreign Language (ESL/EFL) learners...",,10.1093/applin/amr038,https://doi.org/10.1093/applin/amr038,manual_journal_search[applied_linguistics]
Alison Sealey,2015,Book Reviews and Forum Contributions in Applied Linguistics—Continuity and Change,... in this journal—in the second decade of the 21st century?  E-mail:  [email protected] © Oxford University Press 2015  2015 Abstract  This short article reflects on issues in applied linguistics from the perspective of the editor of the Book Reviews and Forum sections of the journal.  This Special Issue...,,10.1093/applin/amv036,https://doi.org/10.1093/applin/amv036,manual_journal_search[applied_linguistics]
Allan Nicholas,2020,Dynamic assessment and requesting: Assessing the development of Japanese EFL learners’ oral requesting performance interactively,"… This study investigates the use of dynamically-administered strategic interaction scenarios (D-SIS) in identifying Japanese EFL participants’ difficulties with requesting-in-interaction, and tracking their … … Informed by conversation analysis research, six Japanese EFL learners at a university in Japan carried out D-SIS tasks in two phases, with the aim of both identifying specific aspects of requesting-in-interaction … … pragmatic competence is one component. … … program in Japan. … … Six Japanese learners of English as a foreign language participated, chosen due to their intermediate level of English proficiency, allowing them to communicate effectively with their interlocutor, while …",,10.1515/ip-2020-5002,https://doi.org/10.1515/ip-2020-5002,manual_journal_search[intercultural_pragmatics]
Amanda K Kibler and others,2017,Who Are ‘Long-term English Learners’? Using Classroom Interactions to Deconstruct a Manufactured Learner Label,"... attention paid to students labeled as ‘LTELs’ tends to focus on interview and document analysis rather than classroom-based observations of students interacting with their peers and teachers. Yet, for adolescent language learners, second language acquisition/development is influenced by social contexts...",,10.1093/applin/amw039,https://doi.org/10.1093/applin/amw039,manual_journal_search[applied_linguistics]
Amelia Tseng,2020,"‘Qué barbaridad, son latinos y deberían saber español primero’: Language Ideology, Agency, and Heritage Language Insecurity across Immigrant Generations","... and opposition to bilingual education ( Wiley 2012 ); within this, Spanish, despite being the second most spoken language nationwide, is targeted as ‘undesirable’ due to prejudice against Latinos ( Leeman 2012 ;  Gonzalez-Barrera and Lopez 2013 ). This social and linguistic discrimination can cause ambivalent...",,10.1093/applin/amaa004,https://doi.org/10.1093/applin/amaa004,manual_journal_search[applied_linguistics]
Amy Pace and others,2024,Narrative Skills in Mandarin–English Dual Language Immersion Learners,"..., and such a difference was stronger as the participants became older. Since bilingual learners in our study primarily acquire their second language, Mandarin, through a classroom setting, our conjecture is that nouns are likely made more salient than other word classes (e.g. verbs) by their teachers, and it is also...",,10.1093/applin/amae013,https://doi.org/10.1093/applin/amae013,manual_journal_search[applied_linguistics]
Ana Llinares García,2006,A pragmatic analysis of children's interlanguage in EFL preschool contexts,"… This paper presents an analysis of very young EFL (English as a Foreign Language) learners' speech in both high- and low-immersion classroom contexts. … … The purpose of the study is twofold: to develop a taxonomy of the communicative functions used in the L2 (second language) by fiveyear-old learners of English; and to analyze the distribution of these … … As Genesee (1994) points out, in second language contexts, in order to stimulate children’s use of the L2, the role of the teacher is very important. … … Computer Learner Corpora, Second Language Acquisition, and Foreign Language Learning. London: Benjamins. Gumperz, John, and Margaret Field. 1995. … … Classroom foreigner talk discourse: Forms and functions of teachers’questions. In Herbert Seliger and Michael Long (eds.), Classroom Oriented Research in Second Language Acquisition. …",,10.1515/IP.2006.011,https://doi.org/10.1515/IP.2006.011,manual_journal_search[intercultural_pragmatics]
"Andrea DeCapua, Joan Findlay Dunham",2007,The pragmatics of advice giving: Cross-cultural perspectives,"… Our data indicate that there are important pragmatic differences between how native speakers and non-native speakers in the United States offered advice, regardless of the non-native speakers' English … … Research such as this underscores the need to provide language learners with an awareness that pragmatic behaviors differ across cultures. … … Any decision to teach socio-pragmatic norms must include an awareness of the di¤erent language teaching contexts in which such instruction will occur. … … Pragmatics and Language Learning, Monograph Series. Vol. 5. 39-50. Kasper, Gabriele. 1998. Interlanguage pragmatics. In Heidi Byrnes (ed.). Learning Foreign and Second Languages. 183-208. … … Pragmatic competence in foreign language teaching. 185-210. Castelló: Servei de Publicacions de la Universitat Jaume I. Mutongi, Kenda. 2000. …",,10.1515/IP.2007.016,https://doi.org/10.1515/IP.2007.016,manual_journal_search[intercultural_pragmatics]
Andrew D Cohen,2006,Interlanguage pragmatics: A reply to Pilar Garces-Conejos Blitvich,"… an earlier issue, “Strategies for learning and performing L2 speech acts” (vol. 2, no. 3). … … These were “speech act theory,” “discourse completion tasks,” and “multi-competence pragmatics.” … … , L2 learners find it di‰cult to develop pragmatic comprehension (Kasper & Rose 2002), especially in the case of a foreign language like Japanese. … … Cook, Kyoko Hijirida, and Mildred Tahara (eds.), New Trends and Issues in Teaching Japanese Language and Culture (Technical Report #15). … … Honolulu: University of Hawai’i, Second Language Teaching and Curriculum Center. 137-163. -. 2001. From L1 to L12: The confessions of a sometimes frustrated multiliterate. …",,10.1515/IP.2006.021,https://doi.org/10.1515/IP.2006.021,manual_journal_search[intercultural_pragmatics]
Angelica Galante,2021,Affordances of Plurilingual Instruction in Higher Education: A Mixed Methods Study with a Quasi-experiment in an English Language Program,"...Angelica Galante All of the teachers teaching the ALS course were invited to participate. Seven out of nine highly experienced certified ESL teachers volunteered to participate in the study. Six of them had a Master’s degree, one had a doctoral degree and one was a doctoral candidate, all...",,10.1093/applin/amab044,https://doi.org/10.1093/applin/amab044,manual_journal_search[applied_linguistics]
Anna De Fina,2013,Top-Down and Bottom-Up Strategies of Identity Construction in Ethnic Media,"...-Latino unity are as follows:  I will analyze the language issue in greater detail in the second part of this article. But before that, I discuss some examples of the strategies listed above. There are two moments in the interaction that deserve attention. The first takes place when Boxy pronounces...",,10.1093/applin/amt026,https://doi.org/10.1093/applin/amt026,manual_journal_search[applied_linguistics]
Anna De Fina and others,2020,"Learning How to Tell, Learning How to Ask: Reciprocity and Storytelling as a Community Process","... asylum seekers as ‘subjects’ to asylum seekers as members of communities to which they and others contribute. The article is based on narrative data collected through an ongoing project with teachers, researchers, and minor asylum seekers involved in a school of Italian Language for Foreigners in Palermo...",,10.1093/applin/amz070,https://doi.org/10.1093/applin/amz070,manual_journal_search[applied_linguistics]
Anna Eva Hallin and Diana Van Lancker Sidtis,2015,A Closer Look at Formulaic Language: Prosodic Characteristics of Swedish Proverbs,"... Pedagogic Tasks: Second Language Learning, Teaching, and Testing .  Longman , pp.  75 – 93 .       Gibbs  R W   .  2001 . ‘ Proverbial themes we live by ,‘  Poetics   29 / 3 :  167 – 88 .        Graybiel  A M   .  2008 . ‘ Habits, rituals, and the evaluative brain ,’  Annual Review of Neuroscience   31...",,10.1093/applin/amu078,https://doi.org/10.1093/applin/amu078,manual_journal_search[applied_linguistics]
"Anna Ladilova, Ulrike Schröder",2022,Humor in intercultural interaction: A source for misunderstanding or a common ground builder? A multimodal analysis,"… co-construction of humor by presenting three examples with different degrees of successful humor: While the conversational humor is only understood by the German co-participants in the first example, in the second … … Gestures are therefore holistic and complement spoken language with a number of functions: from linguistic to pragmatic and interactional to performative and cognitive. … … This corresponds to what Greggio and Gil (2007: 378) have shown as an attempt by teachers to maintain the planned structure of the class by switching into the L2. … … Studies on foreign language classroom interactions revealed that code-switching to the native language among the students typically includes functions such as group membership, alignment, metalanguage, …",,10.1515/ip-2022-0003,https://doi.org/10.1515/ip-2022-0003,manual_journal_search[intercultural_pragmatics]
Anna Mauranen,2009,Chunking in ELF: Expressions for managing interaction,"… This paper adopts a linear perspective on analyzing language, based on Sinclair and Mauranen's Linear Unit Grammar (John Benjamins, 2006), and complemented with insights on recurrent patterning discernible … … are less deeply entrenched in second language repertoires. … … One thing that appears common to ELF speakers and second language learners is that the frequency and distribution of expressions di¤ers from that of native speakers, even if the expressions are used pragmatically … … Instructional Science (Special issue) 6(1): 1-92. Wray, Alison (2002). Formulaic language and the lexicon. Cambridge: Cambridge University Press. …",,10.1515/IPRG.2009.012,https://doi.org/10.1515/IPRG.2009.012,manual_journal_search[intercultural_pragmatics]
Anna Siyanova-Chanturia and Ron Martinez,2014,The Idiom Principle Revisited,... and that it plays a fundamental role in both child naturalistic and adult classroom-based language learning (e.g.  Wray 2002 ;  Meunier and Granger 2008 ). Its appropriate use has been recognised as a prerequisite for any second/foreign language learner who wants to achieve high proficiency and be accepted in an L2...,,10.1093/applin/amt054,https://doi.org/10.1093/applin/amt054,manual_journal_search[applied_linguistics]
Anne Barron,2007,“Ah no honestly we're okay:” Learning to upgrade in a study abroad context,"… Over time, upgrading in initial refusals increased in an L2-like movement. … … In Pragmatics of Chinese as Native and Target Language, Gabriele Kasper (ed.), 119-163. Honolulu, HI: University of Hawai’i at Manoa, Second Language Teaching and Curriculum Center. … … Developing pragmatic fluency in English as a foreign language: Routines and metapragmatic awareness. Studies in Second Language Acquisition 18 (2): 225252. House, Juliane and Gabriele Kasper. 1981. … … Developing Prototypic Measures of Cross-Cultural Pragmatics. Honolulu, HI: University of Hawai’i at Manoa, Second Language Teaching and Curriculum Center. Kasper, Gabriele. 2000. …",,10.1515/IP.2007.009,https://doi.org/10.1515/IP.2007.009,manual_journal_search[intercultural_pragmatics]
Anne Freadman,2012,The Traps and Trappings of Genre Theory,"...  book by writing that his book is ‘about teaching’, written for teachers, in the hope that ‘the modern reader … will be enabled better to understand and to evaluate modern discussions of the same problems in the teaching of rhetoric’ ( Clark 1957 : 4). In histories, or uptakes, of ancient rhetoric...",,10.1093/applin/ams050,https://doi.org/10.1093/applin/ams050,manual_journal_search[applied_linguistics]
Anne Kari Bjørge,2012,Expressing Disagreement in ELF Business Negotiations: Theory and Practice,"... that they are representative for trends in business English teaching in the period in question. References to disagreement are mainly linked to oral activities such as meetings and/or negotiations (Brieger and Comfort 1992: 166, 195; O’Connor et al. 1992: 83; Minkoff 1994: 54, 138; Fowles et al. 1995: 149...",,10.1093/applin/ams015,https://doi.org/10.1093/applin/ams015,manual_journal_search[applied_linguistics]
Antonio García-Gómez,2020,Intercultural and interpersonal communication failures: analyzing hostile interactions among British and Spanish university students on WhatsApp,"… This, in turn, will add new empirical evidence to the expanding field of intercultural pragmatics. … … While Martínez-Flor and Alcón-Soler (2007, 2008) and Bardovi-Harlig (2001) agree on the fact that pragmatic development in an L2 can be enhanced by teaching, the latter suggests that explicit instruction … … seems to have an advantage over implicit instruction, whereas the former argue that implicit and explicit teaching instruction is required to help non-native language users associate the production of … … of English as a Foreign Language. …",,10.1515/ip-2020-0002,https://doi.org/10.1515/ip-2020-0002,manual_journal_search[intercultural_pragmatics]
"Archakis, Argiris Tsakona, Villy",2010,"‘The wolf wakes up inside them, grows werewolf hair and reveals all their bullying’: The representation of parliamentary discourse in Greek newspapers","The present paper investigates how journalists create dialogical networks involving parliamentary discourse and newspaper articles via the reproduction of extracts coming from MPs’ speeches. Drawing on critical discourse analysis and assuming that news is a value-laden construction of facts through language, a comparative analysis of parliamentary proceedings and related newspaper articles is conducted. The articles collected cover a specific parliamentary debate on a particularly ‘hot’ issue in Greek society, namely a new bill introducing the interview as part of the procedure for the selection and recruitment of civil servants. The analysis shows that the facts reported seem to be selected not on the basis of their political or legal significance, but on the basis of their unusual consequences on parliamentary procedures. Special emphasis is given to the reconstruction of direct speech in newspaper narratives and to the use of metaphor as a conversational resource employed by MPs and reproduced by journalists in an attempt to attract their readers’ interest and arouse their emotions. Rather than informing the public on the actual parliamentary work, journalists mostly aim at creating and/or maintaining solidarity between readers and newspapers of the same political and ideological orientation.",,10.1016/j.pragma.2009.08.015,https://www.sciencedirect.com/science/article/pii/S0378216609002070,manual_search[journal_of_pragmatics]
"Archibald, John Croteau, Nicole",2020,Acquisition of L2 Japanese WH questions: Evidence of phonological contiguity and non-shallow structures,In this article we look at some of the structural properties of second language (L2) Japanese WH questions. In Japanese the WH words are licensed to remain in situ by the prosodic contiguity properties of the phrases which have no prosodic boundaries ...,,10.1177/0267658319897786,https://doi.org/https://doi.org/10.1177/0267658319897786,manual_search[second_language_research]
"Arnulf Deppermann, Ibrahim Cindark, Lari Kotilainen, Salla Kurhila, Inkeri Lehtimaja",2024,Self-translations in multilingual workplace interaction,"… In multi-lingual workplace interaction involving L2-speakers with different levels of proficiency, L1-speakers can be seen to use self-translation of their own prior contributions as a repair-practice … … They are only partial, being restricted to a translation of the core semantic content of the turn to be translated, thus relying heavily on a shared understanding of the pragmatic context and being designed … … large numbers of second-language speakers, whose language skills are expected to develop while working. … … Self-translations are pervasive in foreign-language classes. … … Thus, the L2 participants in the Finnish data are more advanced in their respective second languages than the L2 participants in the German data. …",,10.1515/ip-2024-4002,https://doi.org/10.1515/ip-2024-4002,manual_journal_search[intercultural_pragmatics]
"Arundale, Robert B.",2010,"Constituting face in conversation: Face, facework, and interactional achievement","Face Constituting Theory addresses the question “How do participants achieve face in everyday talk?” explaining face and facework as achieved by participants engaged in face-to-face communication in situated relationships. Outlining the theory involves first sketching the Conjoint Co-constituting Model of Communication as a conceptualization of the achieving of meaning and action in interaction, and second conceptualizing face as a relational phenomenon at both culture-general and culture-specific levels. Using these conceptualizations, Face Constituting Theory explains face as participants’ interpretings of relational connectedness and separateness, conjointly co-constituted in talk/conduct-in-interaction. Face Constituting Theory adds to this explanation a new conceptualization of how of face interpretings are evaluated as threatening to, in stasis, or supportive of relationships, drawing into a single explanation the full range of observations on facework from outright face threat, through face maintenance, to outright face support. Consistent with ethnomethodology and conversation analysis, Face Constituting Theory is framed from the participant's perspective, and applying the theory in examining the achievement of face in an instance of everyday interaction both illustrates the application of the new theory in research, and indicates how it is distinct from the approaches existing theories employ in studying face and facework.",,10.1016/j.pragma.2009.12.021,https://www.sciencedirect.com/science/article/pii/S0378216609003373,manual_search[journal_of_pragmatics]
"Bada, Erdogan",2010,Repetitions as vocalized fillers and self-repairs in English and French interlanguages,"The use of communication strategies (CS) varies among second language (L2) learners. According to research, L2 learners resort to CS in times of difficulty. These strategies are also consciously or unconsciously utilized during language learning. One common CS strategy is the use of repetition, which entails the repetition of syntactic and/or lexical items by L2 learners. In order to observe prevalence, type and systematicity of repetition, two movies were shown to non-native speakers of English (NNSE) and non-native speakers of French (NNSF). Oral comments about the movies were elicited from the participants and then analyzed with a specific focus on repeated elements. The results of this study indicate that repetitions of grammatical and/or lexical elements were made irrespective of types or word class, phrase or sentence level. Most repeated elements among NNSE were observed to be verbs, pronouns and prepositions, and among NNSF, pronouns, determiners and verbs. Repetitions were made (1) as vocalized fillers, and (2) as self-repairs. These findings have significant implications for the teaching of English and French with specific reference to L2 learners’ oral communicative competence.",,10.1016/j.pragma.2009.10.008,https://www.sciencedirect.com/science/article/pii/S0378216609002793,manual_search[journal_of_pragmatics]
"Baker, Wendy Hansen Bricker, Rachel",2010,The effects of direct and indirect speech acts on native English and ESL speakers’ perception of teacher written feedback,"This study explores how second language (L2) learners perceive indirect (hedging or indirect speech acts) and direct written teacher feedback. Though research suggests that indirect speech acts may be more difficult to interpret than direct speech acts (Champagne, 2001, Holtgraves, 1999), using indirect speech acts is often encouraged in the learning process, with the idea that it helps students discover their own errors (Ferris, 2007, Riley and Mackiewitz, 2003;). However, it may not be effective with L2 learners who often need more explicit instruction to understand how to revise their writing (Ferris, 2002). To examine the effect of different directness types on identifying requested corrections, native and non-native English-speaking university students were given two essays that contained written teacher feedback that differed in its directness. Participants were asked to identify if the teacher comments were praise or criticism. Two response times and accuracy scores were calculated: one, as participants determined if the teacher comment requested a correction and two, as participants made corrections. After each essay, participants answered additional questions regarding the written teacher feedback. Results show that directness type affected how quickly and accurately participants responded to positive and negative teacher feedback.",,10.1016/j.system.2009.12.007,https://www.sciencedirect.com/science/article/pii/S0346251X09001456,manual_search[system]
Bal Krishna Sharma,2020,Reflexivity in Applied Linguistics Research in the Tourism Workplace,"... on the higher end of the privileged-marginalized continuum. I was a high-caste Hindu, fluent in Nepali (native and official language), English, and Hindi. I had worked as an English teacher for about nine years in Nepal and in the USA. I had been living in and receiving education in the USA for six years, which...",,10.1093/applin/amz067,https://doi.org/10.1093/applin/amz067,manual_journal_search[applied_linguistics]
"Baratta, Alexander M.",2010,Nominalization development across an undergraduate academic degree program,"Nominalizations tend to be associated with academic writing as they can assist in maintaining an impersonal tone, often by deleting a human agent within a given sentence. There are additional functions, such as helping to create textual cohesion, all of which have relevance in the production of quality academic texts. Based on the previous work regarding the use of nominalizations within academic writing (Biber, 1988, Biber et al., 1998, Guillen Galve, 1998, Charles, 2003), a question arises which this paper seeks to address. If we assume that nominalizations, to an extent, are a feature of accomplished academic writing, what are the implications for their use within each year of an undergraduate degree program—how do students develop their use of nominalizations? For purposes of addressing this question, the academic writing of six undergraduate students was analyzed throughout each year of their degree course. The six participants studied on an academic program entitled ‘Language, Literacy and Communication’ (LLC), part of the School of Education at The University of Manchester in the United Kingdom, with the results demonstrating that nominalizations do not necessarily play a prominent role within the academic writing of this community.",,10.1016/j.pragma.2009.08.007,https://www.sciencedirect.com/science/article/pii/S0378216609002148,manual_search[journal_of_pragmatics]
Basma Bouziri,2021,A tripartite interpersonal model for investigating metadiscourse in academic lectures,"... with many courses designed to combine the lecture format with the seminar format thus moving away from the traditional monologic lecturing style. For instance, courses such as ‘Teaching English as a Foreign Language (TEFL)’, ‘Stylistics’, and ‘Literature survey’ use both formats for different purposes. When...",,10.1093/applin/amab001,https://doi.org/10.1093/applin/amab001,manual_journal_search[applied_linguistics]
"Ben Maad, Mohamed Ridha",2010,Holistic and analytic processing modes in non-native learners’ performance of narrative tasks,"Cognitive psychology has gained currency in the study of second language learning with focus on how real-time language use proceeds through two main processing modes: an analytic processing (rule-based) mode and a holistic processing (lexically-based) mode (Skehan, 1998). However, to date there has been little experimental evidence to document the nature of the relationship between these two processing modes. The present paper reports on a study which was designed (i) to explore how both of these modes are represented in the oral production of non-native learners of English and (ii) to determine whether language learners switch from one mode to another in the face of increasing cognitive demands during task engagement. Participants in this study were 30 Tunisian undergraduate students of English who performed three narrative tasks along three tape-recording episodes. The analysis of the transcribed findings revealed that these participants activated their holistic processing mode for lexical retrieval at the beginning of their performance when the tasks were not demanding. However, they fell back on the analytic processing mode when faced with the increasing processing load due to time pressure and lack of planning. The results not only shed empirical light on how the extent of formulaicity in learners’ language may influence their processing decisions but also have pedagogical implications for speaking skill development.",,10.1016/j.system.2010.09.013,https://www.sciencedirect.com/science/article/pii/S0346251X10001132,manual_search[system]
