authors,year,title,abstract,corpus_id,doi,author
"L. H. Al-Obaydi, M. Pikhart, Ehsan Namaziandost",2023,The possibilities of implementing pragmatic instruction with Mental Grounding Techniques in EFL college students’ context,"The use of psychological techniques to deal with language problems is a well-known strategy in the process of teaching foreign languages as learners can sometimes suffer from anxiety and stress, so it is essential to help students overcome the psychological barriers they face to cope with the process of learning. This study attempts to deal with pragmatic problems by using a mix of mental grounding techniques and pragmatic activities (awareness-raising activities). The sample of the study comprised participants from Iraq and the Czech Republic. They were first-year college students. The researchers depended on learning zones to determine the suitable time for the experiment (fear zone). The researchers applied self-report surveys in addition to interviews to determine the students with pragmatic problems. Then, at the end of the experiment, the participants were interviewed again to evaluate the experiment in addition to the same self-report survey. Results showed that the two samples responded positively to the mix of techniques used. Moreover, the division of learning zones seems ideal to be dependent in the present study as it specifies the time of challenge the students experienced. The results also clarified that the mix of the two types of activities (pragmatic and grounding activities) demonstrates a kind of remedy that could enhance students’ level of pragmatics. In the end, no sharp differences were mentioned in the two contexts of the study (Iraq and the Czech Republic); both gained approximate positive results.",263810696,10.24815/siele.v10i3.28517,
"Z. Tajeddin, Rasoul Mohammad Hosseinpur",2014,The Role of Consciousness-Raising Tasks on EFL Learners' Microgenetic Development of Request Pragmatic Knowledge,,148202927,,
Tsui-Ping Cheng,2016,Authentic L2 interactions as material for a pragmatic awareness-raising activity,"ABSTRACT This study draws on conversation analysis to explore the pedagogical possibility of using audiovisual depictions of authentic disagreement sequences from L2 interactions as sources for an awareness-raising activity in an English as a Second Language (ESL) classroom. Video excerpts of disagreement sequences collected from two ESL classes were used to examine how the participating ESL students understand and respond to the natural L2 interactions in small group discussions. The analyses show that the students use their auditory and visual access to the authentic sequences in the audiovisual input to analyse and evaluate the targeted speech act: (1) they draw on the video excerpts' rich contextual information to engage in similar situational contexts and develop an affiliative understanding of the pragmatic practices used; (2) they compare different disagreement practices, make informed decisions regarding their pragmatic options, and even search for justifications for their choices; and (3) they monitor the vocal and visual conduct surrounding the focal action and utilise their observations to justify their assessments of the pragmatic practice. Therefore, using video recordings and conversion-analysis-informed transcripts of authentic interactions bears clear pedagogical value by enhancing L2 speakers' awareness of contextual factors around speech act sequences, their pragmatic choices, and the multimodal character of pragmatic actions.",147316675,10.1080/09658416.2016.1154568,
"G. Blattner, Amanda Dalola, Lara L. Lomicka",2016,Twitter in Foreign Language Classes: Initiating Learners into Contemporary Language Variation,"This chapter looks at the potential of the mircroblogging tool Twitter as a multifaceted resource for foreign language learners and educators. It highlights how this microblogging and social networking service provides authentic settings that are both dynamic and communicative, and which facilitate the cultural enrichment of first-year French learners, by enhancing their socio-pragmatic awareness and developing their multiliteracy skills in a second language. We argue for the importance of making students aware of this linguistic culture from an early stage of their language studies. This invisible second language culture is rarely discussed in traditional classrooms and only sporadically presented in foreign language textbooks; however, it can easily be experienced in digital environments like Twitter, making it an ideal context for such exposure. Our results suggest that the incorporation of linguistic cultural elements is indispensable to the development of intercultural communicative competence, a skill that paves the way for successful communication across national boundaries and in different electronic discourses. Geraldine Blattner Florida Atlantic University, USA Amanda Dalola The University of South Carolina, USA Lara Lomicka The University of South Carolina, USA",63553912,10.4018/978-1-4666-9577-1.CH034,
Patana Srisuruk,2011,Politeness and pragmatic competence in Thai speakers of English,,141676983,,
"Salva Shirinbakhsh, Abbass Eslami Rasekh, Mansoor Tavakoli",2015,The effect of input-based practice on the accurate and speedy performance of EFL refusals: The role of proficiency and lexical access ability in focus,"This study examined the effect of input-based practice on the development of the accurate and speedy recognition and production of English refusals among Iranian EFL learners. It was, also, interested in the possible role of general language proficiency and lexical access ability as a cognitive skill on the enhancement of pragmatic accuracy and speed. Seventy-six Persian learners of English were assigned to either input-based or control group. Before the treatment, a lexical access test and a proficiency test were taken. After a five- session treatment, a Pragmatic Listening Judgment Test (PLJT) and an Oral Discourse Completion Test (ODCT) were run. The results indicated the positive effect of input-based practice in speedy recognition and accurate production of English refusals. In addition, general L2 proficiency and lexical access ability correlated significantly with the pragmatic accuracy and pragmatic speed of the learners, respectively, both in the recognition and production of English refusals.",143338277,10.5861/IJRSLL.2015.1318,
"Veronika Timpe-Laughlin, Ikkyu Choi",2017,Exploring the Validity of a Second Language Intercultural Pragmatics Assessment Tool,"ABSTRACT Pragmatics has been a key component of language competence frameworks. While the majority of second/foreign language (L2) pragmatics tests have targeted productive skills, the assessment of receptive pragmatic skills remains a developing field. This study explores validation evidence for a test of receptive L2 pragmatic ability called the American English Sociopragmatic Comprehension Test (AESCT), which is a Web-based assessment consisting of 54 tasks measuring knowledge of speech acts, routine formulae, and culture-dependent lexical differences. The AESCT is intended to be used as a learning-oriented assessment in university-level applied linguistics classes. This study collected evidence on construct validity supporting the AESCT design as a measure of pragmatic comprehension and for providing feedback in low-stakes learning contexts; 97 university-level English language learners took the AESCT along with the Cambridge Placement Test and a background questionnaire on their exposure to target language input. Descriptive statistics, correlation analyses, and linear regression were used to analyze aspects of construct validity. Results indicate that the AESCT is sufficiently reliable. Overall, learners were found to perform as previous research suggests: sociopragmatic knowledge was related to L2 exposure and L2 proficiency. Alongside future research into L2 pragmatics test validation, implications for instruction-oriented utilization of the AESCT are discussed.",152083832,10.1080/15434303.2016.1256406,
M. Economidou-Kogetsidis,2023,“The language is very formal and appropriate”: L2 learners’ in/appropriateness evaluations and metapragmatic judgments in student-faculty emails,,261981376,10.1016/j.pragma.2023.09.001,
"Yewon Kim, Mina Lee, Donghwi Kim, Sung-Ju Lee",2023,Towards Explainable AI Writing Assistants for Non-native English Speakers,"We highlight the challenges faced by non-native speakers when using AI writing assistants to paraphrase text. Through an interview study with 15 non-native English speakers (NNESs) with varying levels of English proficiency, we observe that they face difficulties in assessing paraphrased texts generated by AI writing assistants, largely due to the lack of explanations accompanying the suggested paraphrases. Furthermore, we examine their strategies to assess AI-generated texts in the absence of such explanations. Drawing on the needs of NNESs identified in our interview, we propose four potential user interfaces to enhance the writing experience of NNESs using AI writing assistants. The proposed designs focus on incorporating explanations to better support NNESs in understanding and evaluating the AI-generated paraphrasing suggestions.",257952442,10.48550/arXiv.2304.02625,
Nuha Abdullah Alsmaril,2020,A Video-driven Approach to Promoting Pragmatic Development in the Context of English as a Foreign Language,"While pragmatic competence has proven to be teachable over the past three decades, determining the most appropriate and effective approach to facilitating English as a foreign language (EFL) students’ pragmatic development is still a central concern for researchers of interlanguage pragmatics (ILP). An investigation into the effects of video-driven prompts on less-studied and more complex teaching speech acts, such as complaints, will significantly supplement the inconclusive results of pragmatic interventional studies in foreign language contexts. To this end, the present study aims to investigate the effects of metapragmatic instruction on English complaints through the implementation of video-driven prompts to raise Saudi female EFL students’ awareness of the pragmalinguistic and sociopragmatic aspects associated with the production of appropriate and accurate target-like complaints during one academic semester. Both qualitative and quantitative methods were used to collect data from 62 English majors, assigned to an experimental group (n = 31) and a conventional group (n = 31), at Prince Sattam bin Abdulaziz University, Saudi Arabia. To elicit the required data, a proficiency test and pre-/post-test written discourse completion tests (WDCT) were distributed among participants. The results of the posttest demonstrated significant improvement in participants’ pragmalinguistic and sociopragmatic skills in the production of English complaints. The experimental group immensely outperformed the control group due to their exposure to authentic, contextualized video excerpts. The study supports the teachability of complaints as well as the benefits of incorporating metapragmatic awareness tasks based on contextually authentic input, which can, in turn, accelerate EFL students’ ability to produce pragmatically appropriate and accurate target-like complaints.",221779162,10.31235/osf.io/n9uc7,
Victoria Surtees,2013,An alternative approach to speech act research in the study abroad context,,145540926,,
"Li-Jung Huang, Yuan-Shan Chen",2022,EFL Student Perceptions of Email Communication in the Academic Context in Taiwan,,248116331,10.1007/s42321-021-00104-3,
"Maryam Aboulghazi, Elmakki Amiri, Abderrahim El Karfa",2024,Teachers’ Perceptions Toward Pragmatics and Pragmatic Teaching,"In the last few decades, pragmatic competence has become one of the issues that captured academic attention in education settings. Yet, teachers’ perceptions of pragmatics and teaching pragmatics has yet to be closely investigated in the context of Moroccan higher education and therefore remains uncharted in literature. To address these gaps, the present study explored how Moroccan university professors view pragmatics and pragmatic teaching. It also explored how they use their pragmatic knowledge in the classroom. A total of 10 university professors (6 males and 4 females) from two public universities (Moulay Ismail and Sidi Mohammed Ben Abdellah) in Morocco participated in the current study. Quantitative data were collected by completing an anonymous questionnaire, while qualitative data were collected through semi-structured interviews. Participants expressed their perceptions and described experiences of the importance of teaching pragmatics, issues related to culture and identity in teaching English as a Foreign Language, and materials and tasks in teaching pragmatics. The findings yielded that linguistic knowledge is as essential as pragmatic knowledge. Thus, striking a balance between pragmatic and grammatical competence and teaching them simultaneously is crucial. Learners with advanced grammatical knowledge may fail to use the target language appropriately. As such, the results indicated that some teachers are unaware of the importance of introducing pragmatics to students in the early stages of learning English. Their skills are enough to be good at transmitting cultural knowledge and suitable language competence to students. Practical implications for future research and practice are also discussed.",272635655,10.24093/awej/vol15no3.3,
M. Pedra,2015,"Comment on Article ""Pragmatic Awareness of Conversational Implicatures and the Usefulness of Explicit Instruction""",This paper analyses Cignetti & di Giuseppe’s “Pragmatic awareness of conversational implicatures and the usefulness of explicit instruction” and discusses whether explicit instruction can improve EFL learners’ understanding of implicit meaning.,187511340,10.26378/rnlael019286,
Ahlullah Siddiqui,2012,Strategy to Investigate Pragmatic Awareness Among ESL Learners in New Delhi,"Majority of senior secondary students, studying in public and govt. schools, in New Delhi, do well in their written tests but fail to communicate effectively with others in spoken English, even in a very simple conversation .After years of compulsory English language study, students can successfully pass the secondary and senior secondary English exam, but they cannot apply appropriate spoken English in required situation. These language learners have developed a large repertoire of lexical and grammatical knowledge, but are often unable to apply that knowledge in real communication, because they have limited pragmatic knowledge, let alone pragmatic competence. The development of the ability to use English appropriately in a given communicative situation is essential if language learners are to achieve communicative competence. This research article provides strategy to investigate pragmatic awareness among ESL learner in New Delhi.",61822792,10.15373/22501991/JAN2014/36,
"M. Dalmau, Hortènsia Curell i Gotor",2007,From “Sorry very much” to “I'm ever so sorry”: Acquisitional patterns in L2 apologies by Catalan learners of English,"Abstract This paper analyzes the acquisitional stages of L2 apology realizations in response to discourse completion tasks produced in a cross-sectional study by 78 Catalan learners of English at three different proficiency levels. The average number of explicit apologies (IFIDs) used per situation is examined, as are the learners' lexical choice of apology performative verbs, on the one hand, and the degree and type of apology intensification (both lexical and phrasal) they use, on the other. The learner data is compared to analogous British English and Catalan native speaker data. The paper discusses pragmatic transfer, as well as the types of interlanguage behavior of each of the three groups of L2 learners.",144732007,10.1515/IP.2007.014,
"Yoshinori J. Fukuya, Y. Hill",2006,The Effects of Recasting on the Production of Pragmalinguistic Conventions of Request by Chinese Learners of English,,146781571,,
Gillian Mansfield,2014,Mind the gap between form and function. Teaching pragmatics with the British sitcom in the foreign language classroom,"Abstract This article intends to show how situation comedies may be used in the English language classroom to develop awareness-raising activities aimed at soliciting an understanding of essentially pragmatic and cultural aspects of everyday language. After a brief overview of studies on pragmatic teachability (Rose and Kasper 2001, 2002) and learnability (Taguchi 2011) in the language classroom over the last twenty years or so, verbal humour in situation comedy will be investigated with a view to presenting learners with the kinds of word play that are clearly intended to invoke laughter. With reference to a second-year degree course in modern languages at the University of Parma (Italy), it will be seen how learners can be motivated to resort to previously acquired theoretical knowledge of various pragmatic expedients (Brown and Levinson 1978; Leech 1983; Levinson 1984; Yule 1996) with a view to recognizing the intended illocutionary force of utterances and exchanges in the light of Grice's (1975) co-operative principle in conversation. This approach is justified by Bouton's (1994) claim that an understanding of implicature is a necessary learning target. Although it comprises written-to-be-spoken text, the situation comedy is an excellent source of “real” everyday language in which Grice's maxims are constantly broken or flouted through intentional ambiguity for the purposes of provoking laughter. By encouraging learners to perceive the fuzzy line of demarcation between the form and communicative function of words and phrases in the ongoing exchange structure of a conversation, it will be possible to see how they become more motivated to search for examples of their own (Bardovi-Harlig 1996) and discuss them with the teacher during their post-course assessment. The teacher is thus able not only to discern whether learners have effectively become more aware of the subtleties and implicatures of language meaning in the creation of verbal humour, but also incidentally, benefit from a subsequent addition to her sitcom corpus for future courses.",149375785,10.1515/cercles-2013-0020,
Jung Sun Kim,2016,The effect of instruction on the acquisition of Japanese discourse marker ndesu,,152257288,,
"Ayşenur Sağdıç, K. Hirschi",2015,Running Head: TEACHING CONVERSATIONAL IMPLICATURE 1 Teaching Conversational Implicature: Indirect Criticism Through Inductive and Deductive Instruction,,208814912,,
Jianfeng Zhang,2014,Discourse Markers to College English Listening Proficiency: An Empirical Study of Explicit and Implicit Instruction,"Discourse markers, which are series of words, phrases or expressions, are able to state clearly the structure of discourse, to give the hearer a cue for the context, and to express clearly the concrete speech acts. Listening instruction that is based on the theory of discourse markers can significantly enhance college students’ listening proficiency; therefore, it is significant and necessary to study the relationship between explicit and implicit instruction in discourse markers and listening proficiency in English as Foreign Language environment. Based on the elaborate experimental design and accurate statistical analysis, the conclusion can be drawn that in the short run, explicit instruction in discourse markers can improve listening proficiency immediately in contrast with the effect of implicit instruction that is not significant, but in the long term, however, the differences between the explicit and the implicit disappear and the implicit can improve listening proficiency as well as teaching performance apparently.",54848889,10.5539/ELLS.V4N1P48,
Zsuzsanna I. Abrams,2020,The Learner as Analyst: Methods and Sources of Data Analysis,,234654035,10.1017/9781108780360.004,
A. Liddicoat,2006,Learning the culture of interpersonal relationships: Students' understandings of personal address forms in French,"Abstract The French pronoun system presents a particular difficulty for English-speaking learners of French with the distinction between the second person pronouns tu and vous. In textbooks, these pronouns are typically described in terms of politeness or formality but the reality is much more complex. In addition, the pronouns interact with address terms such as first name, title + last name and title + first name, which give the system further complexity. While the language structures involved are simple, the cultural context in which they are deployed is complex and involves an understanding of how interpersonal relationships are constructed and communicated through the French language. This paper will explore students' learning of aspects of the French address system from an intercultural perspective and examine the ways in which learners come to construct their own personal understandings of interpersonal relationships as they are represented in and through French.",144562322,10.1515/IP.2006.003,
K. Bardovi-Harlig,2013,Developing L2 Pragmatics,"This article positions research on the acquisition of pragmatics as an inquiry in the greater field of second language acquisition research. Viewing pragmatics from this intersection, I consider five areas of research that are of interest in both fields and have the potential to make significant contributions to second language pragmatics research. They are: the design and evaluation of pragmatics tasks as simulations of conversation; task design for the study of implicit and explicit knowledge; the measurement of pragmatic development; the interface of the development of grammar and lexicon with pragmatics; and the effect of environment on pragmatic development.",143120215,10.1111/J.1467-9922.2012.00738.X,
Fred Seizo Tsutagawa,2013,Pragmatic Knowledge and Ability in the Applied Linguistics and Second Language Assessment Literature: A Review,"Almost forty years after Stalnaker’s (1974) initial call for “the development and application of a pragmatic theory in which detailed explanations of phenomena relating to linguistic contexts can be given” (p. 214), a unifying construct definition and theory still does not exist to explain fully pragmatic knowledge and ability (Roever, 2011, 2013). Given that test validity and reliability are crucial concerns in the field of second language (L2) assessment, it is important that we try to develop a more comprehensive theoretical construct, so that tests of pragmatic ability will have more construct validity, better represent the target language use (TLU) domain of the test construct, and thus have results that are hopefully more generalizable and useful to stakeholders. This paper presents a brief review of the extensive pragmatics literature and examines how the construct of pragmatic knowledge and ability has been operationalized from the perspective of theoretical and applied linguists. The paper presents (1) an introduction to the theoretical foundations of pragmatics, (2) a brief survey of applied empirical studies in L2 pragmatics, and (3) an overview of how the L2 assessment field has conceptualized pragmatic knowledge and ability, looking also at the various theoretical frameworks that have been proposed and utilized. Validation studies for the assessment models, although scarce, are discussed where appropriate. Lastly, some general ideas and suggestions are offered to help lead us towards a unifying construct definition of pragmatic knowledge and ability.",2918566,10.7916/D8BZ65NN,
J. C. Félix-Brasdefer,2008,Perceptions of Refusals to Invitations: Exploring the Minds of Foreign Language Learners,"Descriptions of speech act realisations of native and non-native speakers abound in the cross-cultural and interlanguage pragmatics literature. Yet, what is lacking is an analysis of the cognitive processes involved in the production of speech acts. This study examines the cognitive processes and perceptions of learners of Spanish when refusing invitations from a person of equal and higher status. Twenty male native speakers (NSs) of US English who were advanced learners of Spanish as a foreign language participated in two refusal interactions with two NSs of Spanish. The perception data were collected through retrospective verbal reports immediately after the role-play task. Results showed that these reports were instrumental in gathering relevant information about learners' cognitive processes with regard to: (1) cognition (attention to information during the planning and execution of a refusal), in particular attention to politeness, discourse, grammar and vocabulary; (2) the selection of the language of thought (English and Spanish) for conveying pragmatic intent; and (3) the perception of insistence after refusing an invitation. The study aims at informing researchers and teachers of the kinds of language-learning (metacognitive) and language-use (retrieval and cover strategies) strategies that learners use to communicate pragmatic intent.",144262253,10.1080/09658410802146818,
"Atieh Farashaiyan, K. Tan, Mohammad Subakir",2014,An Investigation of Iranian Instructors’ Methods and Techniques in Teaching Interlanguage Pragmatics,,144835327,10.1016/J.SBSPRO.2014.02.009,
"P. Gauci, Elisa Ghia, S. Caruana",2017,Chapter 14. The pragmatic competence of student-teachers of Italian L2,,157651745,10.1075/PBNS.274.15GAU,
S. Bella,2014,A contrastive study of apologies performed by Greek native speakers and English learners of Greek as a foreign language,"This paper investigates apologies produced by Greek native speakers and English learners of Greek as a foreign language in two informal (-P, -D) and two formal situations (+P, +D). Drawing on data elicited by means of an assessment questionnaire, a DCT and the participants’ verbal reports, the study attempts to explore the extent to which the two groups differ in their contextual assessments of the apology situations under examination and in strategy use. The results indicated that the learners of the study differed significantly from the native speakers in regard to their assessments of the contextual parameters (power, distance, severity of offence) involved in each apology situation. Furthermore, significant quantitative and qualitative differences were attested in relation of the two groups’ preferences in strategy use when performing apologies in Greek. On the basis of these results it is argued, that these learners interlanguage apology behavior is influenced both by their native cultural values and (negative) politeness orientation, as well as from lack of adequate socio-pragmatic development resulting mainly from their foreign language learner status.",55814397,10.1075/PRAG.24.4.01BEL,
D. El‐Dakhs,2020,Variation of metadiscourse in L2 writing: Focus on language proficiency and learning context,,228858861,10.1016/j.amper.2020.100069,
"Z. Tajeddin, M. Ghamari",2011,The Effect of Instruction in Pragmatics: Compliments & Compliment Responses,"Researchers claim that learners benefit from instruction in compliments and compliment responses in a foreign language context (Ishihara 2003a, 2011; Billmyer 1991). Others have found that a narrow range of syntactic formulas accounted for the majority of observed compliments. This study tries to investigate the learnability of compliments in a formal foreign language context. Also, attempt is made to find whether the formulas obtained lend support to the Asian model of preference for acceptance or rejection strategy as far as compliments and compliment responses are concerned. 40 female students participated in the study and an 18-item metapragmatic assessment questionnaire was administered. The results were examined through a t-test providing some evidence that instruction in pragmatics can make a positive difference in a formal context. Farsi-speaking female students using preference for acceptance strategy, cast doubt on the existence of any sort of strict dichotomy, but claiming that it's a matter of continuum.",45426818,10.4304/TPLS.1.9.1078-1090,
S. Youn,2014,"Measuring syntactic complexity in L2 pragmatic production: Investigating relationships among pragmatics, grammar, and proficiency",,61150895,10.1016/J.SYSTEM.2013.12.008,
"S. Kaivanpanah, Mostafa Taghizadeh Langari",2020,The effect of Bloom-based activities and Vygotskian scaffolding on Iranian EFL learners’ use of the speech act of request,,226347237,10.1007/s12144-020-01053-z,
Thorsten Huth,2013,"ACTION OR REACTION, LEARNING OR DISPLAY: INTERACTIONAL DEVELOPMENT AND USAGE-BASED DATA",,146553238,,
Dan Dixon,2022,Second language (L2) gains through digital game-based language learning (DGBLL): A meta-analysis,,247187292,,
"Thi Minh Khue Nguyen, Thi My Hanh Pham, Minh Tam Pham",2012,The relative effects of explicit and implicit form-focused instruction on the development of L2 pragmatic competence,,145531679,10.1016/J.PRAGMA.2012.01.003,
