authors,year,title,abstract,document_type,doi,link,search_method
A. Jalilifar,2009.0,Request Strategies: Cross-Sectional Study of Iranian EFL Learners and Australian Native Speakers.,"This study was a cross-sectional investigation into the request strategies used by Iranian learners of English as a Foreign Language and Australian native speakers of English. The sample involved 96 BA and MA Persian students and 10 native speakers of English. A Discourse Completion Test (DCT) was used to generate data related to the request strategies used by each group. Selection of request situations in DCT was based on two social factors of relative power and social distance. Although results revealed pragmatic development, particularly in the movement from direct to conventionally indirect strategies on the part of EFL learners, learners with higher proficiency displayed overuse of indirect type of requesting; whereas the native group was characterized by the more balanced use of this strategy. The lower proficiency learners, on the other hand, overused the most direct strategy type. In terms of the influence of the social variables, the findings of this research revealed that as far as social power is concerned EFL learners display closer performance to native speakers. But considering social distance, it seems that Iranian EFL learners have not acquired sufficient sociopragmatic knowledge to display proper social behavior.",,10.5539/ELT.V2N1P46,https://doi.org/10.5539/ELT.V2N1P46,forward
A. Liddicoat,2006.0,Learning the culture of interpersonal relationships: Students' understandings of personal address forms in French,"Abstract The French pronoun system presents a particular difficulty for English-speaking learners of French with the distinction between the second person pronouns tu and vous. In textbooks, these pronouns are typically described in terms of politeness or formality but the reality is much more complex. In addition, the pronouns interact with address terms such as first name, title + last name and title + first name, which give the system further complexity. While the language structures involved are simple, the cultural context in which they are deployed is complex and involves an understanding of how interpersonal relationships are constructed and communicated through the French language. This paper will explore students' learning of aspects of the French address system from an intercultural perspective and examine the ways in which learners come to construct their own personal understandings of interpersonal relationships as they are represented in and through French.",,10.1515/IP.2006.003,https://doi.org/10.1515/IP.2006.003,forward
"A. Liddicoat, C. Crozet",2001.0,Acquiring French interactional norms through instruction,"Introduction The emergence of intercultural competence in language teaching (Kramsch, 1993, 1995; Lustig & Koester, 1993; Byram & Zarate, 1994; Crozet, Liddicoat, & Lo Bianco, 1999) has led to a need to focus on a second language as a vehicle for communication in cultural contexts, and this in turn implies that an important goal for language learning is developing an understanding of appropriate communication in the target language (Zarate, 1986; Buttjes & Byram, 1990; Kramsch, 1995; Tickoo, 1995; Fantini, 1997; Liddicoat, 1997b). Consequently, language teaching now needs to be seen more in the context of intercultural communication, with the aim of preparing learners to communicate outside their own cultural boundaries (Bolten, 1993; Crozet, 1996; Liddicoat, 1997b; Liddicoat & Crozet, 1997; Liddicoat, Crozet, Jansen, & Schmidt, 1997; Crozet & Liddicoat, 1999; Crozet et al., 1999). In such a perspective, pragmatic and discoursal practices become an integral part of language learning from early on because they play a central role in intercultural communication, and mismatches between them have been identified as a key factor in communication breakdowns. Many studies have shown that culturally based differences about what is expected during communication can be a significant cause of crosscultural communication difficulties (Gumperz, Judd, & Roberts, 1979; Wierzbicka, 1985, 1991; Kotthoff & Auer, 1987; Gudykunst & Kim, 1992). These expectations may be linked to differences in the realization of particular speech acts, or they may be linked to broader, and often more diffuse, issues of discourse organization and conversational style.",,10.1017/CBO9781139524797.012,https://doi.org/10.1017/CBO9781139524797.012,ancestry
"A. Liddicoat, C. Crozet",2001.0,Acquiring French interactional norms through instruction,"Introduction The emergence of intercultural competence in language teaching (Kramsch, 1993, 1995; Lustig & Koester, 1993; Byram & Zarate, 1994; Crozet, Liddicoat, & Lo Bianco, 1999) has led to a need to focus on a second language as a vehicle for communication in cultural contexts, and this in turn implies that an important goal for language learning is developing an understanding of appropriate communication in the target language (Zarate, 1986; Buttjes & Byram, 1990; Kramsch, 1995; Tickoo, 1995; Fantini, 1997; Liddicoat, 1997b). Consequently, language teaching now needs to be seen more in the context of intercultural communication, with the aim of preparing learners to communicate outside their own cultural boundaries (Bolten, 1993; Crozet, 1996; Liddicoat, 1997b; Liddicoat & Crozet, 1997; Liddicoat, Crozet, Jansen, & Schmidt, 1997; Crozet & Liddicoat, 1999; Crozet et al., 1999). In such a perspective, pragmatic and discoursal practices become an integral part of language learning from early on because they play a central role in intercultural communication, and mismatches between them have been identified as a key factor in communication breakdowns. Many studies have shown that culturally based differences about what is expected during communication can be a significant cause of crosscultural communication difficulties (Gumperz, Judd, & Roberts, 1979; Wierzbicka, 1985, 1991; Kotthoff & Auer, 1987; Gudykunst & Kim, 1992). These expectations may be linked to differences in the realization of particular speech acts, or they may be linked to broader, and often more diffuse, issues of discourse organization and conversational style.",,10.1017/CBO9781139524797.012,https://doi.org/10.1017/CBO9781139524797.012,ancestry
"A. M. Flor, Esther Usó Juan",2008.0,Learning how to mitigate requests throught an explicit pragmatics-based method,,,,,forward
"A. M. Flor, Esther Usó Juan, Ana Belén Fernández Guerra",2003.0,Pragmatic competence and foreign language teaching,,,,,ancestry
A. Ohta,2001.0,Pragmatics in Language Teaching: A longitudinal study of the development of expression of alignment in Japanese as a foreign language,,,10.1017/CBO9781139524797.010,https://doi.org/10.1017/CBO9781139524797.010,ancestry
A. Ohta,2005.0,Interlanguage Pragmatics in the Zone of Proximal Development.,,,10.1016/J.SYSTEM.2005.06.001,https://doi.org/10.1016/J.SYSTEM.2005.06.001,forward
"A. Palmer, Lyle F. Bachman",1996.0,Language testing in practice : designing and developing useful language tests,,,,,ancestry
A. Pennycook,2001.0,Critical Applied Linguistics,Contents: Preface. Introducing Critical Applied Linguistics. The Politics of Knowledge. The Politics of Language. The Politics of Text. The Politics of Pedagogy. The Politics of Difference. Applied Linguistics With an Attitude.,,10.4324/9781410600790,https://doi.org/10.4324/9781410600790,ancestry
A. Ramírez,2001.0,Desarrollo de la competencia pragmática en español como segunda lengua,,,,,forward
A. Salinas,2005.0,La didáctica de la pragmática en el proceso enseñanza-aprendizaje de lenguas segundas y extranjeras. Algunas consideraciones,,,,,forward
"A. Tyler, Mari Takada, Yiyoung Kim, Diana Marinova",2005.0,Language in Use,,,,,forward
"Abe, Megumi",2001.0,L2 writers' perspectives on writing in the L2 context: Six case studies of Japanese students,"Most of the existing research on L2 writing to date makes comparisons between L1 and L2 or between NSs and NNSs. There is relatively little research to date, that views L2 learners as L2 users (writers) who have multi-competent knowledge and explores L2 writers' perspectives on good writing in the L2 context. The overall purpose of this study is twofold. The first purpose is to explore the international Japanese undergraduate and graduate students' perspectives on good writing and examine the factors that affect L2 writers' perspectives on good writing in the L2 context from three different contexts: the L1 context; the L2 context; and the future context. This study also explores whether these L2 writers' perspectives on writing change during their first academic year in the U.S. The second purpose is to examine what is useful for L2 writers from their own perspective and meet the needs of L2 writers with regard to their own goals and experiences as L2 writers. This research was a longitudinal case study of six Japanese students during their first academic year in the U.S. Data consist of interviews, observations, examination of participants' writing, and discussions about model writing the participants considered “good writing.” The data revealed individual differences among the L2 writers regarding how much they struggled with adjusting to L2 and how much their L1 perspectives transferred to their L2 writing and changed. Furthermore, L2 writers' confidence in L1 writing transferred directly to their confidence in L2 writing at the beginning: the participants with more writing experiences in L1 perceived themselves as better writers and had more confidence in L1 writing than those with less L1 writing experience. However, their confidence level seemed to have changed later in the year. The findings suggest educators need to increase their awareness that L2 writers bring their perspectives on writing from the L1 context and that these perspectives are tentative because L2 writers acquire mixed perspectives from the L1, L2, and future contexts, thus becoming multi-competent.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/l2-writers-perspectives-on-writing-context-six/docview/304717875/se-2?accountid=9902,proquest
"Abe, Yuji",2009.0,Combining clauses by native and non-native speakers of Japanese,"This study explores how native and non-native speakers (L1 English intermediate) of Japanese combine clauses in spoken language, examines how clause-combining is presented in Japanese textbooks, and makes suggestions to teaching. It was found that native speakers tend to combine clauses but non-native speakers tend not to. Of the three ways to combine clauses, the native speakers used conjunctive suffixes the most, followed by conjunctive particles. Conjunctions were used least. The non-native speakers showed a preference for conjunctions. Most of the forms used by the non-native speakers were used by the native speakers and covered in the textbooks. The forms frequently used by the non-native speakers were used by the native speakers frequently, and were taught early. However, some of the forms which the native speakers used were not presented in the textbooks at all. Introducing clause-combining forms from the beginning and teaching important forms in the textbooks is suggested.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/combining-clauses-native-non-speakers-japanese/docview/305050936/se-2?accountid=9902,proquest
"Acartürk, Cengiz",2005.0,Gradient Characteristics of the Unaccusative/Unergative Distinction in Turkish : An Experimental Investigation,"This thesis investigates the gradient behaviour of monadic intransitive verb classes in Turkish, under an aspectual classification of the unaccusative/unergative verb types, namely The Split Intransitivity Hierarchy. This Hierarchy claims that intransitive verb types are subject to gradient acceptability in certain syntactic constructions. The methods used in judgment elicitation studies in psychophysics, such as the magnitude estimation technique have recently been adapted to be used in capturing gradient linguistic data. Also, the practical benefits of the Internet directed researchers to design and conduct web-based experiments for linguistic data elicitation. Research on Human Computer Interaction offers suggestions for the design of more usable user interfaces. Considering these developments, in this thesis, a web based experiment interface has been designed as an extension to the magnitude estimation technique to elicit acceptability judgments on two syntactic constructions, i.e. the - mIş participle (the unaccusative diagnostic) and impersonal passivization (the unergative diagnostic) for different verb types on the Split Intransitivity Hierarchy. The experiment was conducted on the Internet. The results show that in the two diagnostics, the verb types receive categorical or indeterminate acceptability judgments, which allows us to specify the core or peripheral status of the verbs. Within the classes we have examined, change of state verbs constitute the core unaccusative verbs, and controlled (motional and non-motional) process verbs constitute the core unergative verbs. Stative verbs and uncontrolled process verbs are peripheral unaccusatives and unergatives, respectively. Change of location verbs (with an animate subject) are close to the unergative end.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/gradient-characteristics-unaccusative-unergative/docview/3122725342/se-2?accountid=9902,proquest
"Adachi, Takanori",2000.0,Memory of socially obtained information in second language acquisition,"This study investigates whether “socialness,” defined as the existence of a human interactant, increases the memory of newly acquired information about a second language from a microscopic cognitive perspective. Three groups of adult beginning learners of Japanese learned ten novel Japanese vocabulary items through a question-and-answer session. Group one did the session with a human interactant and learned the novel words from him. Group two did the session alone with a tape-recorded voice and learned the words from the voice on tape. Group three did the session alone with a booklet and a dictionary. Posttests were conducted forty-five minutes after the session to assess each subject's memory for: (a)&#xa0;the learning event (i.e., the semantic content of the questions asked), (b)&#xa0;the phonological form of the novel words, and (c)&#xa0;the form-meaning association. The results indicated a non-statistically significant trend supporting the idea that socialness increases the memorability of newly acquired information about a second language.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/memory-socially-obtained-information-second/docview/304610383/se-2?accountid=9902,proquest
"Adachi, Takanori",2005.0,Memory of Socially-Obtained Information Versus Non-Socially-Obtained Information,"This study investigates whether ""socialness"" increases the memorability of newly acquired knowledge of a second language (L2). Three groups of beginning learners of Japanese learned 10 novel Japanese words through a Q &amp; A session. Group 1 did the session with a human interactant and learned the novel words from him. Group 2 did the session alone with a tape-recorded voice and learned the words from the voice on tape. Group 3 did the session alone with a booklet and a dictionary. Forty-five minutes after the session, the subjects' memories for (a) the learning event (i.e., the semantic content of the questions asked), (b) the phonological form of the novel words, and (c) the form-meaning association were assessed through a series of posttests. The results indicated only a nonstatistically significant trend supporting the idea that socialness increases the memorability of newly acquired knowledge of an L2. [PUBLICATION ABSTRACT]", Journal Article,10.1111/j.1944-9720.2005.tb02518.x,https://www.proquest.com/scholarly-journals/memory-socially-obtained-information-versus-non/docview/216008182/se-2?accountid=9902,llba
Aisha M. Alhussain,2009.0,Proposing and Testing an Integrative Approach to Improve EFL Students' Communicative Skill.,,,,,forward
"Akai, Sawako",2007.0,Enhancing teaching and learning speech acts: Action research of Japanese as a foreign language,"This action research observes a second year Japanese class at a university where foreign language courses are elective for undergraduate students. In this study, using the six strategies to teach Japanese speech acts that Ishihara and Cohen (2006) suggested, I conducted three classes and analyzed my teaching practice with a critical friend. These strategies assist learners toward the development of their understanding of the following Japanese speech acts and also keep the learners to use them in a manner appropriate to the context: (1)&#xa0;invitation and refusal; (2)&#xa0;compliments; and (3)&#xa0;asking for a permission. The aim of this research is not only to improve my instruction in relation to second language (L2) pragmatic development, but also to raise further questions and to develop future research. The findings are analyzed and the data derived from my journals, artifacts, students' work, observation sheets, interviews with my critical friend, and pretests and posttests are coded and presented. The analysis shows that (1)&#xa0;after my critical friend encouraged my study and my students gave me some positive comments after each lesson, I gained confidence in teaching the suggested speech acts; (2)&#xa0;teaching involved explaining concepts and strategies, creating the visual material (a video) showing the strategies, and explaining the relationship between the strategy and grammatical forms and samples of misusing the forms; (3)&#xa0;students' background and learning styles influenced lessons; and (4)&#xa0;pretest and posttests showed that the students' level of their L2 appropriate pragmatics dramatically improved after each instruction. However, after careful observation, it was noted that some factors prevented students from producing the correct output even though they understood the speech act differences.", Dissertation/Thesis,,https://www.proquest.com/dissertations-theses/enhancing-teaching-learning-speech-acts-action/docview/304705803/se-2?accountid=9902,proquest
Akemi Fu,2002.0,The Effect of Explicit Instruction on Modality Use in L2 Academic Writing,"The purpose of the present study is to examine the effect of instruction on pragmatic development in second language (L2) writing. Wishnoff (1999) investigated the effect of instruction on L2 pragmatic acquisition in writing with a particular focus on the functions of hedges, such as modal verbs, modal adverbs, and lexical verbs . The result shows that there are two main effects and an interactional effect. This research particularly focuses on the development of modal words which function as aggravating and mitigating the argument in academic writing. The participants for this research were undergraduate students who were taking an ESL writing course as a requirement. In the immediate-post test, students in the experimental group, who received explicit instruction on modality, use significantly outperformed the students in the control group, who received zero treatment. However, the durability of the instructional effect and the effect of different types of instruction (explicit/implicit/zero treatment) still remain to be explored in further studies.",,10.11431/SECONDLANGUAGE2002.1.0_20,https://doi.org/10.11431/SECONDLANGUAGE2002.1.0_20,forward
Akiko Kato-Yoshioka,2004.0,"Machiko Achiba, Learning to request in a second language: A study of child interlanguage pragmatics. Clevedon, UK: Multilingual Matters, 2003. Pp. xii, 223. HB £42.95/US $69.95/Can $99.95.","The question of “how second languages are learned” (Gass & Selinker 1994:1) is central to second language acquisition (SLA) research; however, although a number of longitudinal studies have been carried out examining second language (L2) grammatical development, very little attention has been devoted to L2 learners' development of pragmatic competence over time. As Achiba points out, the majority of previous studies on L2 (or interlanguage) pragmatics have observed the single-moment pragmatic realization of a group of L2 learners with similar proficiency levels and compared it with that of native speakers or L2 learners with different proficiency levels or first language (L1) backgrounds. The current paucity of knowledge regarding the developmental aspect of L2 pragmatic competence has led to calls for detailed longitudinal interlanguage pragmatic studies (cf. Kasper & Schmidt 1996, Kasper & Rose 1999). Achiba's study, which carefully observes the pragmatic development in English requestive realization of a seven-year-old Japanese girl over a period of 17 months, certainly meets these essential needs.",,10.1017/S0047404504245055,https://doi.org/10.1017/S0047404504245055,forward
Akutsu Yuka,2008.0,Examining Closing Sections in “ Oral Communication,,,,,forward
Akutsu Yuka,2008.0,"Examining Closing Sections in""Oral Communication I""Textbooks",,,,,forward
"Alcón-Soler, E.",2005.0," Does instruction work for learning pragmatics in the EFL context?  System, 33, 417-435",,,,,apa
"Alhawary, Mohammad T",2009.0,Speech Processing Prerequisites or L1 Transfer? Evidence From English and French L2 Learners of Arabic,"The article aims at investigating speech processing prerequisite claims made by Pienemann's Processability Theory (1998). Longitudinal data from eight English L1 and one French L1 speaker learning Arabic as an L2 were used to investigate the emergence/processing of demonstrative-predicate gender agreement and verbal agreement structures hypothesized to be processable at the same stage: Stage 4. The findings show that both forms were not processable by the English L1 participants at the same stage, as the participants seemed to encounter more problems with demonstrative-predicate agreement than with verbal agreement. The findings are further supported by cross-sectional data of 53 English and French L2 learners of Arabic, where between-group effects were found with respect to demonstrative-predicate agreement. It is concluded that this is likely due to L1 transfer-a factor not accounted for by Processability Theory. [PUBLICATION ABSTRACT]", Journal Article,10.1111/j.1944-9720.2009.01025.x,https://www.proquest.com/scholarly-journals/speech-processing-prerequisites-l1-transfer/docview/216022568/se-2?accountid=9902,llba
Ali Shehadeh,2005.0,Task-based Language Learning and Teaching: Theories and Applications,,,10.1057/9780230522961_2,https://doi.org/10.1057/9780230522961_2,ancestry
Alicia Martínez-Flor,2006.0,Task Effects on EFL Learners' Production of Suggestions: A Focus on Elicited Phone Messages and Emails,"Scholars in the field of interlanguage pragmatics have examined second language learners’ development of pragmatics by means of employing different data collection instruments. Findings from this research have showed the existence of task effects, although the need to further investigate this area has been claimed by widening the types of instruments being employed as well as the context in which they are used. Accordingly, the present study aims at examining the task effects of two production instruments (phone messages and email tasks) on the learners’ use of suggestions in a foreign language setting. The participants included 81 Spanish university learners who were required to make suggestions in the oral and written production tasks. These tasks were elaborated on purpose for this study, and all situations i) varied according to the sociopragmatic factor of status; ii) were set atthe University setting, as a familiar context to the participants; and iii) asked learners to perform suggestions in the role of students. Learners’ performance when making suggestions in the phone messages and email tasks was compared. The results revealed statistically significant differences, which support the fact that the production task in which learners are engaged in influences their use of suggestions. Moreover, the findings also showed that participants employed a higher number of appropriate suggestions in the written task than in the oral task. These findings are discussed and pedagogical implications highlighted.",,10.26754/ojs_misc/mj.200610088,https://doi.org/10.26754/ojs_misc/mj.200610088,forward
Alicia Martínez-Flor,2008.0,Analysing Request Modification Devices in Films: Implications for Pragmatic Learning in Instructed Foreign Language Contexts,,,10.1007/978-1-4020-5639-0_13,https://doi.org/10.1007/978-1-4020-5639-0_13,forward
"Alicia Martínez-Flor, E. A. Soler",2007.0,Developing Pragmatic Awareness of Suggestions in the EFL Classroom: A Focus on Instructional Effects.,,,,,ancestry
"Alicia Martínez-Flor, Esther Usó-Juan",2006.0,A Comprehensive Pedagogical Framework to Develop Pragmatics in the Foreign Language Classroom: The 6Rs Approach.,,,,,ancestry
"Alicia Martínez-Flor, Esther Usó-Juan",2006.0,Learners' use of request modifiers across two University ESP disciplines,,,,,forward
"Alicia Martínez-Flor, Yoshinori J. Fukuya",2005.0,The effects of instruction on learners’ production of appropriate and accurate suggestions,,,10.1016/J.SYSTEM.2005.06.007,https://doi.org/10.1016/J.SYSTEM.2005.06.007,ancestry
"Alicia Martínez-Flor, Yoshinori J. Fukuya",2005.0,The effects of instruction on learners’ production of appropriate and accurate suggestions,,,10.1016/J.SYSTEM.2005.06.007,https://doi.org/10.1016/J.SYSTEM.2005.06.007,ancestry
