authors,year,title,abstract,document_type,doi,link,search_method
CLAUS FÆERCH and GABRIELE KASPER,1986,The Role of Comprehension in Second-language Learning,"..., is a mis- conception of how comprehension normally works in the native language. In the case of learners who have had formal L2 teaching, this misconception may be induced through inappropriate teaching and learning activities, such as looking 266 COMPREHENSION IN SECOND-LANGUAGE LEARNING up qvery...",,10.1093/applin/7.3.257,https://doi.org/10.1093/applin/7.3.257,manual_journal_search[applied_linguistics]
CLAUS FÆRCH and GABRIELE KASPER,1987,Perspectives on Language Transfer*,"... of this research was—and is—'applied' in the sense that its outcome ideally has some implications for foreign-language teaching, and in many countries it is carried out in close co-operation between teachers and researchers. One wonders what this co-operation would have looked like today if researchers had...",,10.1093/applin/8.2.111,https://doi.org/10.1093/applin/8.2.111,manual_journal_search[applied_linguistics]
Cade Bushnell,2008,‘Lego my keego!’: An Analysis of Language Play in a Beginning Japanese as a Foreign Language Classroom,"...]        Bell  N    ‘Exploring L2 language play as an aid to SLL: A case study of humour in NS–NNS interaction,’  Applied Linguistics  2005  26  2  192  218         Belz  J    ‘The myth of the deficient communicator,’  Language Teaching Research  2002  6  1  59  82         Belz  J    ‘Second language play...",,10.1093/applin/amn033,https://doi.org/10.1093/applin/amn033,manual_journal_search[applied_linguistics]
Christiane Dalton-Puffer and Tarja Nikula,2006,Pragmatics of Content-based Instruction: Teacher and Student Directives in Finnish and Austrian Classrooms,"...Christiane Dalton-Puffer; Tarja Nikula © Oxford University Press 2006  2006 Abstract  Using a pragmatic framework, this paper examines how directives are performed by teachers and students in Finnish and Austrian CLIL classrooms, that is settings where a foreign language (in this case English...",,10.1093/applin/aml007,https://doi.org/10.1093/applin/aml007,manual_journal_search[applied_linguistics]
Christoph Rühlemann,2008,A Register Approach to Teaching Conversation: Farewell to Standard English?,"... in relation to SE, concluding that the contrast between the grammars of conversation and SE is so stark that the notion of SE is problematic in talking of the spoken language. Second, I consider what this contrast implies for EFL teaching, arguing that for authentic conversation to be taught effectively...",,10.1093/applin/amn023,https://doi.org/10.1093/applin/amn023,manual_journal_search[applied_linguistics]
Claire Kramsch,2005,Post 9/11: Foreign Languages between Knowledge and Power,"... of language resource centers that do research related to the learning and teaching of foreign languages, including English as a second language. It also funds fellowships for learning foreign languages and studying their respective areas of the world (FLAS). An interesting debate emerged recently in Germany...",,10.1093/applin/ami026,https://doi.org/10.1093/applin/ami026,manual_journal_search[applied_linguistics]
DANIEL SEAN HURLEY,1992,"Issues in Teaching Pragmatics, Prosody, and Non-Verbal Communication","... is called for to enable language teachers to put fully interactive L2 pragmatic competence within reach of L2 learners. Issues in Teaching Pragmatics, Prosody, and              Non-Verbal Communication                     DANIEL SEAN HURLEY                      National University of Singapore...",,10.1093/applin/13.3.259,https://doi.org/10.1093/applin/13.3.259,manual_journal_search[applied_linguistics]
DEBORAH TANNEN,1984,The Pragmatics of Cross-Cultural Communication1,"... communication is a means to understanding language at the same time that it is a means to understanding and, one hopes, improving problems and tasks facing the world and the people in it, including the task of teaching and learning new languages.                            DEBORAH TANNEN 195 NOTES  1...",,10.1093/applin/5.3.189,https://doi.org/10.1093/applin/5.3.189,manual_journal_search[applied_linguistics]
DELL HYMES,1989,Postscript,"... the original  concept whereas they are obviously doing more than that' (163). Obviously and  explicitly: 'the original notion cannot be left unchanged' (Pride and Holmes  1972: 282). Chomsky pursues whatever may provide evidence of the innate.  That sets aside much of what users, learners, and teachers...",,10.1093/applin/10.2.244,https://doi.org/10.1093/applin/10.2.244,manual_journal_search[applied_linguistics]
DIANE LARSEN-FREEMAN,1997,Chaos/Complexity Science and Second Language Acquisition,"... the agents are individual minds, the feedback comes from teachers and direct experience, and the improvement is called learning' (Waldrop 1992 179)   While interlanguages of speakers of various first languages learning English as a foreign language have much in common, they also are distinctive, each...",,10.1093/applin/18.2.141,https://doi.org/10.1093/applin/18.2.141,manual_journal_search[applied_linguistics]
DONNA M. JOHNSON,1992,Compliments and Politeness in Peer-review Texts,"... credit to the writer of  the paper for some valued characteristic, skill, or act.4   PARTICIPANTS, TASK, AND TASK CONTEXTS  The methodology involved an analysis of complimenting in 51 texts that were  written by graduate students. The writers were participants in graduate courses  in second...",,10.1093/applin/13.1.51,https://doi.org/10.1093/applin/13.1.51,manual_journal_search[applied_linguistics]
DOROTHY A. GIBBS,1990,"Second Language Acquisition of the English Modal Auxiliaries can, could, may, and might","... as a second language from the same team of teachers in the Sandwell Ethnic Minorities Support Service. Thus one of the difficulties of some pre-puperty/post-puberty comparisons, namely that the adults' exposure is casual whilst the children have been taught formally, has been obviated.   To ensure...",,10.1093/applin/11.3.297,https://doi.org/10.1093/applin/11.3.297,manual_journal_search[applied_linguistics]
DWIGHT ATKINSON,1992,The Evolution of Medical Research Writing from 1735 to 1985: The Case of the Edinburgh Medical Journal,... writing for a period of almost 200 years. A second factor constraining current research is the nearly total pre-occupation with examining the language and rhetoric of the experimental sciences; what of those sciences—as widely varying as biology and astronomy—which have depended significantly on non...,,10.1093/applin/13.4.337,https://doi.org/10.1093/applin/13.4.337,manual_journal_search[applied_linguistics]
"Dewaele, Jean-Marc",2008,The emotional weight of I love you in multilinguals’ languages,"The present paper considers the perceived emotional weight of the phrase I love you in multilinguals’ different languages. The sample consists of 1459 adult multilinguals speaking a total of 77 different first languages. They filled out an on-line questionnaire with open and closed questions linked to language behavior and emotions. Feedback on the open question related to perceived emotional weight of the phrase I love you in the multilinguals’ different languages was recoded in three categories: it being strongest in (1) the first language (L1), (2) the first language and a foreign language, and (3) a foreign language (LX). A majority of speakers felt I love you was strongest in their L1. Participants offered various explanations for their perception. Statistical analyses revealed that the perception of weight of the phrase I love you was associated with self-perceived language dominance, context of acquisition of the L2, age of onset of learning the L2, degree of socialization in the L2, nature of the network of interlocutors in the L2, and self-perceived oral proficiency in the L2.",,10.1016/j.pragma.2008.03.002,https://www.sciencedirect.com/science/article/pii/S0378216608000507,manual_search[journal_of_pragmatics]
"Dewaele, Jean-Marc Petrides, K. V. Furnham, Adrian",2008,Effects of Trait Emotional Intelligence and Sociobiographical Variables on Communicative Anxiety and Foreign Language Anxiety Among Adult Multilinguals: A Review and Empirical Investigation,"This study considered the effects of trait emotional intelligence (trait EI; Petrides & Mavroveli, 2007) and sociobiographical variables (age, gender, education level, number of languages known, age of onset of acquisition, context of acquisition, frequency of use, socialization, network of interlocutors, self-perceived proficiency) on communicative anxiety (CA) in the first language and on foreign language anxiety (FLA) in the second, third, and fourth languages of 464 multilingual individuals, in five different situations (speaking with friends, colleagues, strangers, on the phone, and in public). Data were collected via Web-based questionnaires. Participants were divided into three groups based on their trait EI scores (low, average, high). Nonparametric statistical analyses revealed a consistent pattern of results across languages and situations. Higher levels of trait EI corresponded to significantly lower CA/FLA scores. Participants who started learning the second and third languages at a younger age also suffered less from FLA. Purely classroom-based language instruction was found to be linked to higher levels of FLA compared to instruction that also involved extracurricular use of the language. The knowledge of more languages, a higher frequency of use, a stronger socialization in a language, a larger network of interlocutors, and a higher level of self-perceived proficiency in a language were also linked to lower levels of CA/FLA.",,10.1111/j.1467-9922.2008.00482.x,https://doi.org/10.1111/j.1467-9922.2008.00482.x,manual_search[language_learning]
Diane Larsen-Freeman,2006,"The Emergence of Complexity, Fluency, and Accuracy in the Oral and Written Production of Five Chinese Learners of English","... a powerful influence on L2 development (Larsen-Freeman  1997 ). However, the process of second language acquisition is also likely to involve morphogenesis, the creation of novel forms (Larsen-Freeman  2003 ), one in which learners actively transform their linguistic world, not just conform to it (Donato...",,10.1093/applin/aml029,https://doi.org/10.1093/applin/aml029,manual_journal_search[applied_linguistics]
"Dunn, William E. Lantolf, James P.",1998,Vygotsky's Zone of Proximal Development and Krashen's i+1: Incommensurable Constructs; Incommensurable Theories,"Second language scholars, in public research and in public discussions,have suggested that Krashen's construct of i+1is similar to Vygotsky's zone of proximal development and that it might therefore befeasible to integrate the two constructs in a way that would be productive for second languageacquisition (SLA) research. After surveying publications relevant to the issue, we argue that thisenterprise is futile, not only because the concepts are unrelatable, but also because they arerooted in incommensurable theoretical discourses. We also propose a way in which SLAresearch and theory might deal with incommensurability.",,10.1111/0023-8333.00048,https://doi.org/10.1111/0023-8333.00048,manual_search[language_learning]
EA Schegloff,2000,When 'others' initiate repair,".... The organizationally relevant way of understanding this is to dierentiate between repairs initiated by the speaker of the problematic talk!what we refer to as `the trouble-source' or `repairable') and those initiated by anyone elseÐself-initiation and other- initiation respectively.   Second, there is the matter...",,10.1093/applin/21.2.205,https://doi.org/10.1093/applin/21.2.205,manual_journal_search[applied_linguistics]
EC Berg,2001,"Review. Stimulated Recall Methodology in Second Language Research. SM Gass, A Mackey","... of a range of research on second language learning that has utilized stimulated recall methodology. This research includes topics such as L2 writing choices and processes, L2 teachers' decisions, L2 readingand lexical use, L2 oral interaction and L2 strategy and inference use. A helpful table summarizes...",,10.1093/applin/22.3.397,https://doi.org/10.1093/applin/22.3.397,manual_journal_search[applied_linguistics]
EIJA VENTOLA,1983,Contrasting Schematic Structures in Service Encounters,"... in. Thus, we may demand or give information, demand or give  goods and services (Halliday, forthcoming). Our social relationships also influence  turn-taking: who is in the position of initiating the turn and who, on the other  hand, is obliged to provide the second pair parts in adjacency pairs (Sacks...",,10.1093/applin/4.3.242,https://doi.org/10.1093/applin/4.3.242,manual_journal_search[applied_linguistics]
EIJA. VENTOLA,1984,Orientation to Social Semiotics in Foreign Language Teaching1,"...EIJA. VENTOLA © Oxford University Press  1984 Orientation to Social Semiotics in Foreign                     Language Teaching2                            EIJA.VENTOLA                        University of Sydney, Australia  1. INTRODUCTION Present theoretical and applied linguistic research...",,10.1093/applin/5.3.275,https://doi.org/10.1093/applin/5.3.275,manual_journal_search[applied_linguistics]
EIRLYS E. DAVIES,1987,A Contrastive Approach to the Analysis of Politeness Formulas,"... and receptive performance and in developing a deeper   understanding of the foreign culture. A framework for the analysis and   comparison of politeness formulas is presented, and examples taken from   English and Moroccan Arabic are used to illustrate the kinds of contrast that   may arise...",,10.1093/applin/8.1.75,https://doi.org/10.1093/applin/8.1.75,manual_journal_search[applied_linguistics]
ELI HINKEL,1997,Appropriateness of Advice: DCT and Multiple Choice Data1,"...ELI HINKEL Appropriateness of Advice: DCT and Multiple                           Choice Data1                              ELI HINKEL                          Xavier University, Cincinnati    The validity of instruments appropriate for eliciting LI (first language) and L2   (second language...",,10.1093/applin/18.1.1,https://doi.org/10.1093/applin/18.1.1,manual_journal_search[applied_linguistics]
ELIZABETH BLACK,1989,The Nature of Fictional Discourse: A Case Study,... for the teaching of narrative and suggests literary texts which   illustrate some of the more important theoretical issues discussed in the paper.   1. INTRODUCTION A recurrent problem in the teaching of literature is the (too often spoken!) assumption by students that some referential 'reality' underlies...,,10.1093/applin/10.3.281,https://doi.org/10.1093/applin/10.3.281,manual_journal_search[applied_linguistics]
ELLEN M. RINTELL,1984,But How Did You FEEL about That?: The Learner's Perception of Emotion in Speech1,"..., a great deal of enthusiasm has been generated among both first  and second language researchers about looking at the functional aspects of lan- guage acquisition. While earlier research traced the acquisition of morphemes and transformations, now we see many studies which focus on the learner's...",,10.1093/applin/5.3.255,https://doi.org/10.1093/applin/5.3.255,manual_journal_search[applied_linguistics]
FRANCIS MANGUBHAI,1991,The Processing Behaviours of Adult Second Language Learners and their Relationship to Second Language Proficiency1,"... attention to reception strategies of second language learners in aural comprehension, there are few studies to be found. Asher's work (1969,1972) and the work that followed on the Total Physical Response (TPR) method of teaching was designed to show the effects of a treatment in terms of outcomes...",,10.1093/applin/12.3.268,https://doi.org/10.1093/applin/12.3.268,manual_journal_search[applied_linguistics]
FREDERICK J. NEW MEYER,1982,On the Applicability of Transformational Generative Grammar*,"... evidence to/the teacher that the student is learning major rules.    Implication 10. Presentation of material should encourage formation of    rules rather than memorization of items.   To appreciate the dramatic changes in second-language teaching practice  ushered in by the Chomskyan revolution, one...",,10.1093/applin/III.2.89,https://doi.org/10.1093/applin/III.2.89,manual_journal_search[applied_linguistics]
Francisco Lorenzo and others,2009,The Effects of Content and Language Integrated Learning in European Education: Key Findings from the Andalusian Bilingual Sections Evaluation Project,"... for L2 learning. When it comes to the L1, however, both coordinator interviews and questionnaires administered to the L1 teachers suggest that CLIL tends to be regarded primarily as a means to improve second (foreign) language development. L1 teachers appear reluctant to participate in integration; some...",,10.1093/applin/amp041,https://doi.org/10.1093/applin/amp041,manual_journal_search[applied_linguistics]
G Cook,2001,'The philosopher pulled the lower jaw of the hen'. Ludicrous invented sentences in language teaching,"..., it is less so that teachers and textbook writers use such      sentences themselves.      (. . .) Individual sentencesÐexcept those which can readily be identi®ed      as sentential lexical itemsÐare meaningless when decontextualised. 368  LUDICROUS INVENTED SENTENCES IN LANGUAGE TEACHING...",,10.1093/applin/22.3.366,https://doi.org/10.1093/applin/22.3.366,manual_journal_search[applied_linguistics]
G Low,1999,What respondents do with questionnaires: accounting for incongruity and fluidity,"..., and even preferences in just about every area of applied linguistics, from language teaching and learning to educational policy and language testing. The data-gathering part of the procedure involves presenting people with a series of statements and asking them     to mark their reactions on an equal...",,10.1093/applin/20.4.503,https://doi.org/10.1093/applin/20.4.503,manual_journal_search[applied_linguistics]
G Myers,1999,Functions of reported speech in group discussions,"... discussions, for instance  in teacher±student interaction  in  classrooms %Baynham    1996), in the  telling of stories by children %Maybin  1997; Hickmann 1993) or adults %Johnstone 1993; McCarthy 1998), in teenagers' talk about ®ghts %Shuman     1993), or in  college students' seminar-like discussions...",,10.1093/applin/20.3.376,https://doi.org/10.1093/applin/20.3.376,manual_journal_search[applied_linguistics]
G Thompson,2001,Interaction in academic writing: learning to argue with the reader,"... of a dialogue between writer and reader in which, as Widdowson .1984: 59) argues, `the writer has to conduct his interaction by enacting the roles of both participants'. That is, pro®cient writers attempt to second-guess the kind of information that readers might want or expect to ®nd at each point...",,10.1093/applin/22.1.58,https://doi.org/10.1093/applin/22.1.58,manual_journal_search[applied_linguistics]
GAYLEL NELSON and others,1996,Arabic and English Compliment Responses: Potential for Pragmatic Failure,"... speech community to an L2 speech  community The rule he was transferring is one that American parents teach their children and one that is taught in etiquette books 'When you are complimented, the only response necessary is ""Thank you'"" (Johnson 1979   Applied Linguistics, Vol 17, No 4 O Oxford...",,10.1093/applin/17.4.411,https://doi.org/10.1093/applin/17.4.411,manual_journal_search[applied_linguistics]
GEOFF THOMPSON,1996,Voices in the Text: Discourse Perspectives on Language Reports,"... ""that"" at the beginning of the reported clause There is no indication in the wording of (5) that the second sentence is a report, but the speaker signalled that she was in fact reporting the young man's words by, amongst other things, using an exaggerated rise and fall in pitch both times on 'he'  The traditional...",,10.1093/applin/17.4.501,https://doi.org/10.1093/applin/17.4.501,manual_journal_search[applied_linguistics]
GEOFF THOMPSON and YE YIYUN,1991,Evaluation in the Reporting Verbs Used in Academic Papers,"... in   citations in academic papers, as a basis for developing teaching materials for   non-native-speaker students who need to read or write academic papers.   Categories are suggested for classifying the verbs both in terms of their denota-   tion and of their evaluative potential, in order to illuminate...",,10.1093/applin/12.4.365,https://doi.org/10.1093/applin/12.4.365,manual_journal_search[applied_linguistics]
GILLIAN BROWN,1989,Making Sense: the Interaction of Linguistic Expression and Contextual Information,... implications for the design of task-based materials for use with foreign and second language learners as well as mothertongue learners. Readers are reminded that context alone may not illuminate language use unless language is first deliberately used to guide listeners to identifying those features of context...,,10.1093/applin/10.1.97,https://doi.org/10.1093/applin/10.1.97,manual_journal_search[applied_linguistics]
GORDON TAYLOR and CHEN TINGGUANG,1991,"Linguistic, Cultural, and Subcultural Issues in Contrastive Discoure Analysis: Anglo-American and Chinese Scientific Texts","... qualified by significant variations in both regional and disciplinary cultures. It is in the study of these interactions, rather than in broad generalizations about national rhetorical styles or about universals, that we can best approach how to help students of English as a second or foreign language...",,10.1093/applin/12.3.319,https://doi.org/10.1093/applin/12.3.319,manual_journal_search[applied_linguistics]
GRAEME D. KENNEDY,1987,Quantification and the Use of English: A Case Study of One Aspect of the Learner's Task,".... Second, knowledge or beliefs about how languages are learned, informed by observations on the interaction of psycholinguistic and socio- linguistic variables, lead to varying emphasis on the role of the teacher either as an organizer of linguistic input or as an organizer of contexts for learning...",,10.1093/applin/8.3.264,https://doi.org/10.1093/applin/8.3.264,manual_journal_search[applied_linguistics]
GRAHAM CROOKES,1990,"The Utterance, and Other Basic Units for Second Language Discourse Analysis","... and the   evaluation of teaching methods' in R. Phillipson, E. Kellerman, L. Selinker,   M. Sharwood Smith, and H. Swain (eds Foreign Language Pedagogy: a Commemora-   tive Volume for Claus Fcerch. Clevedon: Multilingual Matters. Chaudron, C, G. Crookes, and M. H. Long. 1988. Reliability and Validity in Second...",,10.1093/applin/11.2.183,https://doi.org/10.1093/applin/11.2.183,manual_journal_search[applied_linguistics]
GRAHAM D. LOW,1988,On Teaching Metaphor,"... foreign or second language learners. Unfortu- nately, little of the research has been developed in the context of Applied Linguistics and few of the results have filtered down to the 'shop floor' of language teaching methodology and courses. The reason for this may be not so much a lack of interest...",,10.1093/applin/9.2.125,https://doi.org/10.1093/applin/9.2.125,manual_journal_search[applied_linguistics]
GREG MYERS,1989,The pragmatics of politeness in scientific articles,"... will call here the ""phenotype paradigm."" (Doolittle   and Sapienza 1980) Here the second we means Doolittle and his co-author Sapienza, while the first we and the most of us means everyone in biology. Crick uses the same device when drawing lessons from the split genes episode.   Lacking evidence we...",,10.1093/applin/10.1.1,https://doi.org/10.1093/applin/10.1.1,manual_journal_search[applied_linguistics]
GUY ASTON,1986,Trouble-shooting in Interaction with Learners: the more the merrier?,"...), or that the teacher should attempt to bring about interactions with those characteristics in or outside the classroom (methodology).   From a pedagogical perspective, there also seems to be a significant difference between these studies and earlier work on foreigner talk'. The earlier studies generally...",,10.1093/applin/7.2.128,https://doi.org/10.1093/applin/7.2.128,manual_journal_search[applied_linguistics]
GUY ASTON,1995,Say ‘Thank You’: Some Pragmatic Constraints in Conversational Closings,"... to differences in the    preferred procedures of conversational management as to differences in per-    ceptions of the overall situation or in cultural ethos, arguing for a greater atten-    tion to such procedures in contrastive pragmatics and in foreign language    pedagogy    1 APPROACHES TO THANKS...",,10.1093/applin/16.1.57,https://doi.org/10.1093/applin/16.1.57,manual_journal_search[applied_linguistics]
"Geyer, Naomi",2007,"Self-qualification in L2 Japanese: An Interface of Pragmatic, Grammatical, and Discourse Competences","In Japanese, self-qualification, or a qualifying segment of talk that reduces the force of the speaker's own utterances, is frequently introduced with contrastive markers, such as demo, kedo, and ga. This study explores the relationship between the grammatical and pragmatic competence of Japanese L2 learners by examining their use of such self-qualification in a corpus of oral proficiency interviews. It demonstrates that successful self-qualification is achieved not only by the placement of appropriate connective expressions but also through effective use of foregrounding and/or backgrounding discourse mechanisms. The results indicate a close relationship between pragmatic, grammatical, and discourse competence in learner language.",,10.1111/j.1467-9922.2007.00419.x,https://doi.org/10.1111/j.1467-9922.2007.00419.x,manual_search[language_learning]
"Geyer, Naomi",2007,The Grammar-Pragmatics Interface in L2 Japanese: The Case of Contrastive Expressions,,,,http://www.jstor.org/stable/30198023,manual_search[japanese_language_and_literature]
